Year,Category,Film,Nominee,Concordance,Won
2018,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Widows,Daniel Curet,Make-Up & Hairstyling,FALSE
2018,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Widows,Denise Wynbrandt,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Vice,Kate Biscoe,Make-Up & Hairstyling,TRUE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Vice,Ann Pala,Make-Up & Hairstyling,TRUE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Vice,Jamie Kelman,Make-Up & Hairstyling,TRUE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Bohemian Rhapsody,Jan Sewell,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Bohemian Rhapsody,Mark Coulier,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mary Poppins Returns,Peter Robb-King,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mary Poppins Returns,Paula Price,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mary Queen of Scots,Jenny Shircore,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mary Queen of Scots,Hannah Edwards,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mary Queen of Scots,Sarah Kelly,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Stan & Ollie,Jeremy Woodhead,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Stan & Ollie,Mark Coulier,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mary Queen of Scots,Jenny Shircore,Make-Up & Hairstyling,TRUE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mary Queen of Scots,Marc Pilcher,Make-Up & Hairstyling,TRUE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,BlacKkKlansman,LaWanda M. Pierre,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,BlacKkKlansman,Shaun Perkins,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Black Panther,Camille Friend,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Black Panther,Jaime Leigh McIntosh,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Black Panther,Louisa V. Anthony,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Bohemian Rhapsody,Jan Sewell,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Bohemian Rhapsody,Mark Coulier,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mary Poppins Returns,Peter King,Make-Up & Hairstyling,FALSE
2018,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mary Poppins Returns,Paula Price,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Vice,Greg Cannom,Make-Up & Hairstyling,TRUE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Vice,Christopher Gallaher,Make-Up & Hairstyling,TRUE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Aquaman,Justin Raleigh,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Aquaman,Ozzy Alvarez,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Aquaman,Sean Genders,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Ballad of Buster Scruggs,Christien Tinsley,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Ballad of Buster Scruggs,Corey Welk,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Ballad of Buster Scruggs,Rolf Keppler,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Black Panther,Joel Harlow,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Black Panther,Ken Diaz,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Black Panther,Sian Richards,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Stan & Ollie,Mark Coulier,Make-Up & Hairstyling,FALSE
2018,Best Special Make-Up Effects in a Feature-Length Motion Picture,Stan & Ollie,Jeremy Woodhead,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Pitch Perfect 3,Melanie Hughes-Weaver,Make-Up & Hairstyling,TRUE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Pitch Perfect 3,Judy Yonemoto,Make-Up & Hairstyling,TRUE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Pitch Perfect 3,Erica Kyker,Make-Up & Hairstyling,TRUE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Baby Driver,Fionagh Cush,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Baby Driver,Phyllis Temple,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Big Sick,Leo Won,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Big Sick,Kirsten Sylvester,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Ghost in the Shell,Deborah La Mia Denaver,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Ghost in the Shell,Jane O’Kane,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Wonder,Naomi Bakstad,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Wonder,Jean Black,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Make-Up in a Feature-Length Motion Picture,Wonder,Megan Harkness,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Guardians of the Galaxy Vol. 2,Camille Friend,Make-Up & Hairstyling,TRUE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Guardians of the Galaxy Vol. 2,Louisa V. Anthony,Make-Up & Hairstyling,TRUE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Guardians of the Galaxy Vol. 2,Jules Holdren,Make-Up & Hairstyling,TRUE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Big Sick,Tonia Ciccone,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Big Sick,Toni Roman,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Pitch Perfect 3,Cheryl Marks,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Pitch Perfect 3,Melissa Malkasian,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Pitch Perfect 3,Andrea Bowman,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,"Three Billboards Outside Ebbing, Missouri",Cydney Cornell,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,"Three Billboards Outside Ebbing, Missouri",Susan Buffington,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Wonder,Robert Pandini,Make-Up & Hairstyling,FALSE
2017,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Wonder,Ailsa Macmillan,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Darkest Hour,Ivana Primorac,Make-Up & Hairstyling,TRUE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Darkest Hour,Flora Moody,Make-Up & Hairstyling,TRUE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Blade Runner 2049,Donald Mowat,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Blade Runner 2049,Jo-Ann MacNeil,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Blade Runner 2049,Csilla Blake-Horváth,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Bright,Alessandro Bertolazzi,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Bright,Cristina Waltz,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Bright,Judy Murdock,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Greatest Showman,Nicki Ledermann,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Greatest Showman,Tania Ribalow,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Greatest Showman,Sunday Englis,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,"I, Tonya",Deborah La Mia Denaver,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,"I, Tonya",Teresa Vest,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,"I, Tonya",Bill Myer,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,"I, Tonya",Adruitha Lee,Make-Up & Hairstyling,TRUE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,"I, Tonya",Mary Everett,Make-Up & Hairstyling,TRUE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Atomic Blonde,Donald Mowat,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Atomic Blonde,Jo-Ann MacNeil,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Atomic Blonde,Csilla Blake-Horváth,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Beauty and the Beast,Jenny Shircore,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Beauty and the Beast,Marc Pilcher,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Beauty and the Beast,Charlotte Hayward,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Blade Runner 2049,Kerry Warn,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Blade Runner 2049,Lizzie Lawson,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Blade Runner 2049,Jaime Leigh McIntosh,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Darkest Hour,Ivana Primorac,Make-Up & Hairstyling,FALSE
2017,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Darkest Hour,Flora Moody,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Darkest Hour,Kazuhiro Tsuji,Make-Up & Hairstyling,TRUE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Darkest Hour,David Malinowski,Make-Up & Hairstyling,TRUE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Darkest Hour,Lucy Sibbick,Make-Up & Hairstyling,TRUE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Guardians of the Galaxy Vol. 2,John Blake,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Guardians of the Galaxy Vol. 2,Brian Sipe,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Shape of Water,Mike Hill,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Shape of Water,Shane Mahan,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Star Wars: The Last Jedi,Neal Scanlan,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Star Wars: The Last Jedi,Peter King,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Wonder,Arjen Tuiten,Make-Up & Hairstyling,FALSE
2017,Best Special Make-Up Effects in a Feature-Length Motion Picture,Wonder,Michael Nickiforek,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Nocturnal Animals,Donald Mowat,Make-Up & Hairstyling,TRUE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Nocturnal Animals,Malanie J. Romero,Make-Up & Hairstyling,TRUE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Nocturnal Animals,Elaine Offers,Make-Up & Hairstyling,TRUE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Captain Fantastic,Karen Mcdonald,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Captain Fantastic,Akemi Hart,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,La La Land,Torsten Witte,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,La La Land,Angel Radefeld-Wright,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Manchester by the Sea,Liz Bernstrom,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Manchester by the Sea,Sherryn Smith,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Make-Up in a Feature-Length Motion Picture,Zoolander 2,Maurizio Silvi,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,La La Land,Barbara Lorenz,Make-Up & Hairstyling,TRUE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,La La Land,Jacklin Masteran,Make-Up & Hairstyling,TRUE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,La La Land,Frida Aradottir,Make-Up & Hairstyling,TRUE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,The Girl on the Train,Alan D'Angerio,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Nocturnal Animals,Yolanda Toussieng,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Nocturnal Animals,Jules Holdren,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Sully,Patricia DeHaney,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Sully,Jose Zamora,Make-Up & Hairstyling,FALSE
2016,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Zoolander 2,Aldo Signoretti,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Suicide Squad,Alessandro Bertolazzi,Make-Up & Hairstyling,TRUE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Doctor Strange,Jeremy Woodhead,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Fantastic Beasts and Where to Find Them,Fae Hammond,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Fantastic Beasts and Where to Find Them,Marilyn MacDonald,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,"Hail, Caesar!",Jean Ann Black,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,"Hail, Caesar!",Julie Hewett,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,"Hail, Caesar!",Zoe Hay,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Loving,Julia Lallas,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Loving,Katie Middleton,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,"Hail, Caesar!",Cydney Cornell,Make-Up & Hairstyling,TRUE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,"Hail, Caesar!",Pauletta O. Lewis,Make-Up & Hairstyling,TRUE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,"Hail, Caesar!",Matt Danon,Make-Up & Hairstyling,TRUE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Fantastic Beasts and Where to Find Them,Fae Hammond,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Fantastic Beasts and Where to Find Them,Marilyn MacDonald,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Florence Foster Jenkins,J. Roy Helland,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Jackie,Catherine Leblanc,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Jackie,Tony Rocchetti,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Loving,Kenneth Walker,Make-Up & Hairstyling,FALSE
2016,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Loving,Elizabeth Paschall,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Star Trek Beyond,Joel Harlow,Make-Up & Hairstyling,TRUE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Star Trek Beyond,Richard Alonzo,Make-Up & Hairstyling,TRUE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Deadpool,Bill Corso,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Deadpool,Andy Clement,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Doctor Strange,Jeremy Woodhead,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Fantastic Beasts and Where to Find Them,Fae Hammond,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Suicide Squad,Christopher Nelson,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Suicide Squad,Sean Sansom,Make-Up & Hairstyling,FALSE
2016,Best Special Make-Up Effects in a Feature-Length Motion Picture,Suicide Squad,Greg Nicotero,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Furious 7,James MacKinnon,Make-Up & Hairstyling,TRUE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Furious 7,Autumn Butler,Make-Up & Hairstyling,TRUE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Furious 7,Roxy D’Alonzo,Make-Up & Hairstyling,TRUE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Big Short,Julie Hewett,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,The Big Short,Pamela Westmore,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Pitch Perfect 2,Melanie Hughes-Weaver,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Pitch Perfect 2,Judy Yonemoto,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Sicario,Donald Mowat,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Youth,Matteo Silvi,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Make-Up in a Feature-Length Motion Picture,Youth,Maurizio Silvi,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Pitch Perfect 2,Cheryl Marks,Make-Up & Hairstyling,TRUE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Pitch Perfect 2,Meagan Herrera,Make-Up & Hairstyling,TRUE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Pitch Perfect 2,Daina Daigle,Make-Up & Hairstyling,TRUE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Ex Machina,Siân Grigg,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Ex Machina,Charlotte Rogers,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Furious 7,Linda D. Flowers,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Furious 7,Jennifer Santiago,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Furious 7,Lisa Ann Wilson,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Spectre,Zoe Tahir,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Spy,Sarah Love,Make-Up & Hairstyling,FALSE
2015,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Spy,Linda D. Flowers,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mad Max: Fury Road,Lesley Vanderwalt,Make-Up & Hairstyling,TRUE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mad Max: Fury Road,Nadine Prigge,Make-Up & Hairstyling,TRUE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Mad Max: Fury Road,Ailie Smith,Make-Up & Hairstyling,TRUE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Brooklyn,Morna Ferguson,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Brooklyn,Niamh O'Loan,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Brooklyn,Marlène Rouleau,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Carol,Patricia Regan,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Cinderella,Naomi Donne,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Cinderella,Norma Webb,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Danish Girl,Jan Sewell,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Danish Girl,Renata Gilbert,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Cinderella,Carol Hemming,Make-Up & Hairstyling,TRUE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Cinderella,Orla Carrol,Make-Up & Hairstyling,TRUE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Cinderella,Wakana Yoshihara,Make-Up & Hairstyling,TRUE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Brooklyn,Lorraine Glynn,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Brooklyn,Lorraine Brennan,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Brooklyn,Michelle Côté,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Carol,Jerry DeCarlo,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Carol,John Jack Curtin,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Carol,Kay Georgiou,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Danish Girl,Jan Sewell,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Danish Girl,Renata Gilbert,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mad Max: Fury Road,Anita Morgan,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mad Max: Fury Road,Kerstin Weller,Make-Up & Hairstyling,FALSE
2015,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Mad Max: Fury Road,Kylie Clarke,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Mad Max: Fury Road,Damian Martin,Make-Up & Hairstyling,TRUE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Mad Max: Fury Road,Elka Wardega,Make-Up & Hairstyling,TRUE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Mad Max: Fury Road,Jaco Snyman,Make-Up & Hairstyling,TRUE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Black Mass,Joel Harlow,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Black Mass,Ken Niederbaumer,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Black Mass,Khanh Trance,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Ex Machina,Siân Grigg,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Ex Machina,Charlotte Rogers,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Ex Machina,Tristan Versluis,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Hunger Games: Mockingjay – Part 2,Ve Neill,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Hunger Games: Mockingjay – Part 2,Glenn Hetrick,Make-Up & Hairstyling,FALSE
2015,Best Special Make-Up Effects in a Feature-Length Motion Picture,Star Wars: The Force Awakens,Neal Scanlan,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Guardians of the Galaxy,Elizabeth Yianni-Georgiou,Make-Up & Hairstyling,TRUE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Captain America: The Winter Soldier,Allan A. Apone,Make-Up & Hairstyling,FALSE
