Year,Category,Film,Nominee,Concordance,Won
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Captain America: The Winter Soldier,Nicole Sortillon Amos,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Captain America: The Winter Soldier,Lisa Rocco,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Gone Girl,Kate Biscoe,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Gone Girl,Gigi Williams,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Interstellar,Luisa Abel,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Interstellar,Jay Wejebe,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Nightcrawler,Donald Mowat,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Make-Up in a Feature-Length Motion Picture,Nightcrawler,Malanie J. Romero,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Birdman or (The Unexpected Virtue of Ignorance),Jerry Popolis,Make-Up & Hairstyling,TRUE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Birdman or (The Unexpected Virtue of Ignorance),Kat Drazen,Make-Up & Hairstyling,TRUE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Guardians of the Galaxy,Elizabeth Yianni-Georgiou,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Interstellar,Patricia DeHaney,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Interstellar,Jose Zamora,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,St. Vincent,Suzy Mazzarese-Allison,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Winter's Tale,Alan D'Angerio,Make-Up & Hairstyling,FALSE
2014,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Winter's Tale,Jasen Joseph Sica,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Grand Budapest Hotel,Frances Hannon,Make-Up & Hairstyling,TRUE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Grand Budapest Hotel,Julie Dartnell,Make-Up & Hairstyling,TRUE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Hunger Games: Mockingjay – Part 1,Ve Neill,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Hunger Games: Mockingjay – Part 1,Nikoletta Skarlatos,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Hunger Games: Mockingjay – Part 1,Conor McCullagh,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Into the Woods,Peter King,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Theory of Everything,Jan Sewell,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Theory of Everything,Lesley Smith,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Unbroken,Toni G,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Unbroken,Arjen Tuiten,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Grand Budapest Hotel,Frances Hannon,Make-Up & Hairstyling,TRUE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Grand Budapest Hotel,Julie Dartnell,Make-Up & Hairstyling,TRUE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Get on Up,Carla Farmer,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Get on Up,Shannon Bakeman,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Into the Woods,Peter King,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Into the Woods,J. Roy Helland,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Selma,Melissa Forney,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Selma,Pierce Austin,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Theory of Everything,Jan Sewell,Make-Up & Hairstyling,FALSE
2014,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Theory of Everything,Agnes Legere,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Guardians of the Galaxy,David White,Make-Up & Hairstyling,TRUE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Foxcatcher,Bill Corso,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Foxcatcher,Dennis Liddiard,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Hobbit: The Battle of the Five Armies,Gino Acevedo,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Into the Woods,J. Roy Helland,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Into the Woods,Matthew Smith,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Maleficent,Rick Baker,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Maleficent,Toni G,Make-Up & Hairstyling,FALSE
2014,Best Special Make-Up Effects in a Feature-Length Motion Picture,Maleficent,Arjen Tuiten,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Make-Up in a Feature-Length Motion Picture,Prisoners,Donald Mowat,Make-Up & Hairstyling,TRUE
2013,Best Contemporary Make-Up in a Feature-Length Motion Picture,Prisoners,Pamela Westmore,Make-Up & Hairstyling,TRUE
2013,Best Contemporary Make-Up in a Feature-Length Motion Picture,August: Osage County,Carla White,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Make-Up in a Feature-Length Motion Picture,August: Osage County,Bjoern Rehbein,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Make-Up in a Feature-Length Motion Picture,One Chance,Christine Blundell,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Make-Up in a Feature-Length Motion Picture,One Chance,Donald McInnes,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Lee Daniels' The Butler,Candace Neal,Make-Up & Hairstyling,TRUE
2013,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Lee Daniels' The Butler,Robert L. Stevenson,Make-Up & Hairstyling,TRUE
2013,Best Contemporary Hair Styling in a Feature-Length Motion Picture,One Chance,Christine Blundell,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Hair Styling in a Feature-Length Motion Picture,One Chance,Donald McInnes,Make-Up & Hairstyling,FALSE
2013,Best Contemporary Hair Styling in a Feature-Length Motion Picture,Unfinished Song,Lucy Cain,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,Dallas Buyers Club,Robin Matthews,Make-Up & Hairstyling,TRUE
2013,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Great Gatsby,Maurizio Silvi,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Great Gatsby,Lesley Vanderwalt,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Lone Ranger,Joel Harlow,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Lone Ranger,Mike Smithson,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Make-Up in a Feature-Length Motion Picture,The Lone Ranger,Robin Beauchesne,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,American Hustle,Kathrine Gordon,Make-Up & Hairstyling,TRUE
2013,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,American Hustle,Michelle Johnson,Make-Up & Hairstyling,TRUE
2013,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Jobs,Nina Paskowitz,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,Jobs,Michael Moore,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Lone Ranger,Gloria Pasqua-Casny,Make-Up & Hairstyling,FALSE
2013,Best Period and/or Character Hair Styling in a Feature-Length Motion Picture,The Lone Ranger,Jules Holdren,Make-Up & Hairstyling,FALSE
2013,Best Special Make-Up Effects in a Feature-Length Motion Picture,Bad Grandpa,Stephen Prouty,Make-Up & Hairstyling,TRUE
2013,Best Special Make-Up Effects in a Feature-Length Motion Picture,Bad Grandpa,Tony Gardner,Make-Up & Hairstyling,TRUE
2013,Best Special Make-Up Effects in a Feature-Length Motion Picture,Hansel & Gretel: Witch Hunters,Mike Elizalde,Make-Up & Hairstyling,FALSE
2013,Best Special Make-Up Effects in a Feature-Length Motion Picture,Hansel & Gretel: Witch Hunters,Lufeng Qu,Make-Up & Hairstyling,FALSE
2013,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Hunger Games: Catching Fire,Ve Neill,Make-Up & Hairstyling,FALSE
2013,Best Special Make-Up Effects in a Feature-Length Motion Picture,The Hunger Games: Catching Fire,Nikoletta Skarlatos,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Bugonia,Torsten Witte,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Eddington,Colin Penman,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Eddington,Lisa Hansell,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Jurassic World Rebirth,Jana Carboni,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Jurassic World Rebirth,Charlie Hounslow,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Jurassic World Rebirth,Nik Buck,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Jurassic World Rebirth,Aisling Nairn,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Jurassic World Rebirth,Lauren Baldwin,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,One Battle After Another,Heba Thorisdottir,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,One Battle After Another,Mandy Artusato,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Superman,Alexei Dmitriew,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Superman,LuAndra Whitehurst,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Superman,Nicole Sortillon Amos,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Make-Up,Superman,Amanda Sprunger,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,Ballad of a Small Player,Heike Merker,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,Ballad of a Small Player,Alex Kwan,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,Bugonia,Torsten Witte,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,The Naked Gun,Joyce M. Gilliard,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,The Naked Gun,Nadia Sobh,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,The Naked Gun,Tomica Sarver,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,One Battle After Another,Ahou Mofid,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,One Battle After Another,Gina Maria DeAngelis,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,One Battle After Another,Sacha Quarles,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,Superman,Peter Swords King,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,Superman,Lindsay McAllister,Make-Up & Hairstyling,FALSE
2025,Best Contemporary Hair Styling,Superman,Magnolia Lowe,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Frankenstein,Jordan Samuel,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Frankenstein,Oriana Rossi,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Frankenstein,Kristin Wayne,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Frankenstein,Patricia Keighran,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Frankenstein,Lizzi Lawson Zeiss,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Sinners,Ken Diaz,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Sinners,Siân Richards,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Sinners,Ned Neidhardt,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Sinners,Allison laCour,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Sinners,Lana Mora,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,The Smashing Machine,Felix Fox,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,The Smashing Machine,Darah Wyant,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,The Smashing Machine,Amanda Imeson,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,The Smashing Machine,Harlow MacFarlane,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,The Smashing Machine,Maiko Gomyo,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Weapons,Leo Satkovich,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Weapons,Mark Ross,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Weapons,Jason Collins,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Weapons,Kaylee Kehne-Swisher,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Weapons,Brie Bastianson,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Wicked: For Good,Frances Hannon,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Wicked: For Good,Alice Jones,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Wicked: For Good,Nuria Mbomio,Make-Up & Hairstyling,FALSE
2025,Best Period and/or Character Make-Up,Wicked: For Good,Sarah Nuth,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Frankenstein,Cliona Furey,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Frankenstein,Tim Nolan,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Frankenstein,Laura Solari,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Frankenstein,Tori Binns,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Frankenstein,Katarina Chovanec,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Marty Supreme,Kay Georgiou,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Marty Supreme,Jimmy Goode,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Marty Supreme,Michael Buonincontro,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Marty Supreme,Mitchell Beck,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Sinners,Shunika Terry-Jennings,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Sinners,Elizabeth Robinson,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Sinners,Tene Wilder,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Sinners,Jove Edmond,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Sinners,Sherri B. Hamilton,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Weapons,Melizah Wheat,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Weapons,Monty Schuth,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Weapons,Nashi Tumlinson,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Wicked: For Good,Frances Hannon,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Wicked: For Good,Sim Camps,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Wicked: For Good,Gabor Kerekes,Make-Up & Hairstyling,FALSE
2025,Best Period Hair Styling and/or Character Hair Styling,Wicked: For Good,Laura Blount,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Frankenstein,Mike Hill,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Frankenstein,Megan Many,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,One Battle After Another,Arjen Tuiten,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,One Battle After Another,Jessica Nelson,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Sinners,Mike Fontaine,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Sinners,Bailey Domke,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Sinners,Kelsey Berk,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Sinners,Kevin Wasner,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Sinners,Cristina Patterson,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Weapons,Jason Collins,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Weapons,Leo Satkovich,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Weapons,Mike McCarty,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Weapons,Mark Ross,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Weapons,Kaylee Kehne-Swisher,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Wicked: For Good,Frances Hannon,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Wicked: For Good,Mark Coulier,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Wicked: For Good,Stephen Murphy,Make-Up & Hairstyling,FALSE
2025,Best Special Make-Up Effects,Wicked: For Good,Susie Redfern,Make-Up & Hairstyling,FALSE
