Year,Category,Film,Nominee,Role,Won,Concordance
2013,Motion Picture – Animated,The Croods,Dennis Sands,Scoring Mixer,FALSE,Sound Mixing
2013,Motion Picture – Animated,The Croods,Corey Tyler,Foley Mixer,FALSE,Sound Mixing
2013,Motion Picture – Animated,Walking with Dinosaurs,Chris Navarro,Original Dialogue Mixer,FALSE,Sound Mixing
2013,Motion Picture – Animated,Walking with Dinosaurs,Andrew Koyama,Re-recording Mixer,FALSE,Sound Mixing
2013,Motion Picture – Animated,Walking with Dinosaurs,Martyn Zub,Re-recording Mixer,FALSE,Sound Mixing
2013,Motion Picture – Animated,Walking with Dinosaurs,Rupert Coulson,Scoring Mixer,FALSE,Sound Mixing
2013,Motion Picture – Animated,Walking with Dinosaurs,Sam Rogers,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Les Misérables,Simon Hayes,Production Mixer,TRUE,Sound Mixing
2012,Motion Picture – Live Action,Les Misérables,Andy Nelson,Re-recording Mixer,TRUE,Sound Mixing
2012,Motion Picture – Live Action,Les Misérables,Mark Paterson,Re-recording Mixer,TRUE,Sound Mixing
2012,Motion Picture – Live Action,Les Misérables,Jonathan Allen,Scoring Mixer,TRUE,Sound Mixing
2012,Motion Picture – Live Action,Les Misérables,Robert Edwards,Adr Mixer,TRUE,Sound Mixing
2012,Motion Picture – Live Action,Les Misérables,Peter D. Smith,Foley Mixer,TRUE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Tony Johnson,Production Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Christopher Boyes,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Michael Hedges,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Michael Semanick,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Peter Cobbin,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Chris Ward,Adr Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,The Hobbit: An Unexpected Journey,Peter D. Smith,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Lincoln,Ron Judkins,Production Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Lincoln,Andy Nelson,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Lincoln,Gary Rydstrom,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Lincoln,Shawn Murphy,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Lincoln,Bobby Johanson,Adr Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Lincoln,Frank Rinella,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Skyfall,Stuart Wilson,Production Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Skyfall,Scott Millan,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Skyfall,Greg P. Russell,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Skyfall,Simon Rhodes,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Skyfall,Peter Gleaves,Adr Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Skyfall,James Ashwill,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Zero Dark Thirty,Ray Beckett,Production Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Zero Dark Thirty,Paul N. J. Ottosson,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Zero Dark Thirty,Brian Smith,Adr Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Zero Dark Thirty,Sam Okell,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Live Action,Zero Dark Thirty,John Sanacore,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Brave,Bobby Johansen,Original Dialogue Mixer,TRUE,Sound Mixing
2012,Motion Picture – Animated,Brave,Tom Johnson,Re-recording Mixer,TRUE,Sound Mixing
2012,Motion Picture – Animated,Brave,Gary Rydstrom,Re-recording Mixer,TRUE,Sound Mixing
2012,Motion Picture – Animated,Brave,Andrew Dudman,Scoring Mixer,TRUE,Sound Mixing
2012,Motion Picture – Animated,Brave,Frank Rinella,Foley Mixer,TRUE,Sound Mixing
2012,Motion Picture – Animated,Frankenweenie,Doc Kane,Original Dialogue Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Frankenweenie,Michael Smeanick,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Frankenweenie,Christopher Boyes,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Frankenweenie,Tom Johnson,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Frankenweenie,Dennis S. Sands,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Frankenweenie,Glen Gathard,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,The Lorax,Carlos Sotolongo,Original Dialogue Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,The Lorax,Randy Thom,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,The Lorax,Gary Rizzo,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,The Lorax,Shawn Murphy,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,The Lorax,Frank Rinella,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Rise of the Guardians,Tighe Sheldon,Original Dialogue Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Rise of the Guardians,Andy Nelson,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Rise of the Guardians,James Bolt,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Rise of the Guardians,Peter Cobbin,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Rise of the Guardians,Kyle Rochlin,Foley Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Wreck-It Ralph,Doc Kane,Original Dialogue Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Wreck-It Ralph,David E. Fluhr,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Wreck-It Ralph,Gary Rizzo,Re-recording Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Wreck-It Ralph,Alan Meyerson,Scoring Mixer,FALSE,Sound Mixing
2012,Motion Picture – Animated,Wreck-It Ralph,Frank Rinella,Foley Mixer,FALSE,Sound Mixing
2011,Motion Picture,Hugo,John Midgley,Production Mixer,TRUE,Sound Mixing
2011,Motion Picture,Hugo,Tom Fleischman,Re-recording Mixer,TRUE,Sound Mixing
2011,Motion Picture,Hugo,Simon Rhodes,Scoring Mixer,TRUE,Sound Mixing
2011,Motion Picture,Hanna,Roland Winke,Production Mixer,FALSE,Sound Mixing
2011,Motion Picture,Hanna,Christopher Scarabosio,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Hanna,Craig Berkey,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Hanna,Andrew Dudman,Scoring Mixer,FALSE,Sound Mixing
2011,Motion Picture,Moneyball,Ed Novick,Production Mixer,FALSE,Sound Mixing
2011,Motion Picture,Moneyball,Deb Adair,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Moneyball,Ron Bochar,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Moneyball,David Giammarco,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Moneyball,Brad Haehnel,Scoring Mixer,FALSE,Sound Mixing
2011,Motion Picture,Pirates of the Caribbean: On Stranger Tides,Lee Orloff,Production Mixer,FALSE,Sound Mixing
2011,Motion Picture,Pirates of the Caribbean: On Stranger Tides,Paul Massey,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Pirates of the Caribbean: On Stranger Tides,Christopher Boyes,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Pirates of the Caribbean: On Stranger Tides,Alan Meyerson,Scoring Mixer,FALSE,Sound Mixing
2011,Motion Picture,Super 8,Mark Ulano,Production Mixer,FALSE,Sound Mixing
2011,Motion Picture,Super 8,Tom Johnson,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Super 8,Andy Nelson,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Super 8,Anna Behlmer,Re-recording Mixer,FALSE,Sound Mixing
2011,Motion Picture,Super 8,Dan Wallin,Scoring Mixer,FALSE,Sound Mixing
2010,Motion Picture,True Grit,Peter F. Kurland,,TRUE,Sound Mixing
2010,Motion Picture,True Grit,Skip Lievsay,,TRUE,Sound Mixing
2010,Motion Picture,True Grit,Craig Berkey,,TRUE,Sound Mixing
2010,Motion Picture,True Grit,Greg Orloff,,TRUE,Sound Mixing
2010,Motion Picture,Black Swan,Ken Ishii,,FALSE,Sound Mixing
2010,Motion Picture,Black Swan,Dominick Tavella,,FALSE,Sound Mixing
2010,Motion Picture,Black Swan,Craig Henighan,,FALSE,Sound Mixing
2010,Motion Picture,Inception,Ed Novick,,FALSE,Sound Mixing
2010,Motion Picture,Inception,Lora Hirschberg,,FALSE,Sound Mixing
2010,Motion Picture,Inception,Gary Rizzo,,FALSE,Sound Mixing
2010,Motion Picture,Shutter Island,Petur Hliddal,,FALSE,Sound Mixing
2010,Motion Picture,Shutter Island,Tom Fleishman,,FALSE,Sound Mixing
2010,Motion Picture,The Social Network,Mark Weingarten,,FALSE,Sound Mixing
2010,Motion Picture,The Social Network,Ren Klyce,,FALSE,Sound Mixing
2010,Motion Picture,The Social Network,David Parker,,FALSE,Sound Mixing
2010,Motion Picture,The Social Network,Michael Semanick,,FALSE,Sound Mixing
2009,Motion Picture,The Hurt Locker,Ray Beckett,,TRUE,Sound Mixing
2009,Motion Picture,The Hurt Locker,Paul N. J. Ottosson,,TRUE,Sound Mixing
2009,Motion Picture,Avatar,Tony Johnson,,FALSE,Sound Mixing
2009,Motion Picture,Avatar,Christopher Boyes,,FALSE,Sound Mixing
2009,Motion Picture,Avatar,Gary Summers,,FALSE,Sound Mixing
2009,Motion Picture,Avatar,Andy Nelson,,FALSE,Sound Mixing
2009,Motion Picture,District 9,Ken Saville,,FALSE,Sound Mixing
2009,Motion Picture,District 9,Michael Hedges,,FALSE,Sound Mixing
2009,Motion Picture,District 9,Gilbert Lake,,FALSE,Sound Mixing
2009,Motion Picture,Star Trek,Peter J. Devlin,,FALSE,Sound Mixing
2009,Motion Picture,Star Trek,Paul Massey,,FALSE,Sound Mixing
2009,Motion Picture,Star Trek,Andy Nelson,,FALSE,Sound Mixing
2009,Motion Picture,Star Trek,Anna Behlmer,,FALSE,Sound Mixing
2009,Motion Picture,Transformers: Revenge of the Fallen,Peter J. Devlin,,FALSE,Sound Mixing
2009,Motion Picture,Transformers: Revenge of the Fallen,Paul Massey,,FALSE,Sound Mixing
2009,Motion Picture,Transformers: Revenge of the Fallen,Andy Nelson,,FALSE,Sound Mixing
2009,Motion Picture,Transformers: Revenge of the Fallen,Anna Behlmer,,FALSE,Sound Mixing
2008,Motion Picture,Slumdog Millionaire,Resul Pookutty,production mixer,TRUE,Sound Mixing
2008,Motion Picture,Slumdog Millionaire,Ian Tapp,re-recording mixer,TRUE,Sound Mixing
2008,Motion Picture,Slumdog Millionaire,Richard Pryke,re-recording mixer,TRUE,Sound Mixing
2008,Motion Picture,Iron Man,Mark Ulano,production mixer,FALSE,Sound Mixing
2008,Motion Picture,Iron Man,Christopher Boyes,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,Iron Man,Lora Hirschberg,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,Quantum of Solace,Chris Munro,production mixer,FALSE,Sound Mixing
2008,Motion Picture,Quantum of Solace,Mike Prestwood Smith,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,Quantum of Solace,Mark Taylor,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,The Dark Knight,Ed Novick,production mixer,FALSE,Sound Mixing
2008,Motion Picture,The Dark Knight,Lora Hirschberg,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,The Dark Knight,Gary Rizzo,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,WALL-E,Ben Burtt,original dialog mixer,FALSE,Sound Mixing
2008,Motion Picture,WALL-E,Tom Myers,re-recording mixer,FALSE,Sound Mixing
2008,Motion Picture,WALL-E,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,No Country for Old Men,Peter Kurland,production mixer,TRUE,Sound Mixing
2007,Motion Picture,No Country for Old Men,Skip Lievsay,re-recording mixer,TRUE,Sound Mixing
2007,Motion Picture,No Country for Old Men,Craig Berkey,re-recording mixer,TRUE,Sound Mixing
2007,Motion Picture,No Country for Old Men,Greg Orloff,re-recording mixer,TRUE,Sound Mixing
2007,Motion Picture,300,Patrick Rousseau,production mixer,FALSE,Sound Mixing
2007,Motion Picture,300,Chris Jenkins,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,300,Frank A. Montaño,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,Into the Wild,Edward Tise,production mixer,FALSE,Sound Mixing
2007,Motion Picture,Into the Wild,Michael Minkler,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,Into the Wild,Lora Hirschberg,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,The Bourne Ultimatum,Kirk Francis,production mixer,FALSE,Sound Mixing
2007,Motion Picture,The Bourne Ultimatum,Scott Millan,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,The Bourne Ultimatum,David Parker,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,Transformers,Peter J. Devlin,production mixer,FALSE,Sound Mixing
2007,Motion Picture,Transformers,Kevin O'Connell,re-recording mixer,FALSE,Sound Mixing
2007,Motion Picture,Transformers,Greg P. Russell,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Dreamgirls,Willie D. Burton,production mixer,TRUE,Sound Mixing
2006,Motion Picture,Dreamgirls,Michael Minkler,re-recording mixer,TRUE,Sound Mixing
2006,Motion Picture,Dreamgirls,Bob Beemer,re-recording mixer,TRUE,Sound Mixing
2006,Motion Picture,Babel,José Antonio García,production mixer,FALSE,Sound Mixing
2006,Motion Picture,Babel,Jon Taylor,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Babel,Christian P. Minkler,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Blood Diamond,Ivan Sharrock,production mixer,FALSE,Sound Mixing
2006,Motion Picture,Blood Diamond,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Blood Diamond,Anna Behlmer,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Flags of Our Fathers,Walt Martin,production mixer,FALSE,Sound Mixing
2006,Motion Picture,Flags of Our Fathers,John T. Reitz,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Flags of Our Fathers,Gregg Rudloff,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Flags of Our Fathers,David E. Campbell,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Pirates of the Caribbean: Dead Man's Chest,Lee Orloff,production mixer,FALSE,Sound Mixing
2006,Motion Picture,Pirates of the Caribbean: Dead Man's Chest,Paul Massey,re-recording mixer,FALSE,Sound Mixing
2006,Motion Picture,Pirates of the Caribbean: Dead Man's Chest,Christopher Boyes,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,Walk the Line,Peter Kurland,production mixer,TRUE,Sound Mixing
2005,Motion Picture,Walk the Line,Paul Massey,re-recording mixer,TRUE,Sound Mixing
2005,Motion Picture,Walk the Line,Doug Hemphill,re-recording mixer,TRUE,Sound Mixing
2005,Motion Picture,Crash,Richard Van Dyke,production mixer,FALSE,Sound Mixing
2005,Motion Picture,Crash,Marc Fishman,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,Crash,Adam Jenkins,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,Crash,Rick Ash,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,King Kong,Hammond Peek,production mixer,FALSE,Sound Mixing
2005,Motion Picture,King Kong,Christopher Boyes,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,King Kong,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,King Kong,Michael Hedges,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,Memoirs of a Geisha,John Pritchett,production mixer,FALSE,Sound Mixing
2005,Motion Picture,Memoirs of a Geisha,Kevin O'Connell,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,Memoirs of a Geisha,Greg P. Russell,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,Memoirs of a Geisha,Rick Kline,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,War of the Worlds,Ron Judkins,production mixer,FALSE,Sound Mixing
2005,Motion Picture,War of the Worlds,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2005,Motion Picture,War of the Worlds,Anna Behlmer,re-recording mixer,FALSE,Sound Mixing
