Year,Category,Film,Nominee,Role,Won,Concordance
2021,Motion Picture – Documentary,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",Roberto Fernandez,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Documentary,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",Paul Massey,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Documentary,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",Jimmy Douglass,music mixer,TRUE,Sound Mixing
2021,Motion Picture – Documentary,The Velvet Underground,Leslie Shatz,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Tina,Caleb A. Mose,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Tina,Lawrence Everson,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Tina,Phil McGowan,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Val,Michael Haldin,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Val,John Bolen,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Val,Garth Stevenson,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Val,Mitch Dorf,adr mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Encanto,Paul McGrath,original dialogue mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Encanto,David Boucher,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Encanto,David E. Fluhr,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Encanto,Gabriel Guy,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Encanto,Alvin Wee,scoring mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Encanto,Doc Kane,adr mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Encanto,Scott Curtis,foley mixer,TRUE,Sound Mixing
2021,Motion Picture – Animated,Luca,Vince Caro,original dialogue mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Luca,Christopher Scarabosio,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Luca,Tony Villaflor,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Luca,Greg Hayes,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Luca,Jason Butler,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Luca,Richard Duarte,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,The Mitchells vs. the Machines,Aaron Hasson,original dialogue mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,The Mitchells vs. the Machines,Howard London,original dialogue mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,The Mitchells vs. the Machines,Tony Lamberti,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,The Mitchells vs. the Machines,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,The Mitchells vs. the Machines,John Sanacore,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Raya and the Last Dragon,Paul McGrath,original dialogue mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Raya and the Last Dragon,David E. Fluhr,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Raya and the Last Dragon,Gabriel Guy,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Raya and the Last Dragon,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Raya and the Last Dragon,Doc Kane,adr mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Raya and the Last Dragon,Scott Curtis,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Sing 2,Edward Sutton,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Sing 2,Juan Peralta,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Sing 2,Gary Rizzo,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Sing 2,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Sing 2,Doc Kane,adr mixer,FALSE,Sound Mixing
2021,Motion Picture – Animated,Sing 2,Scott Curtis,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Sound of Metal,Phillip Bladh,production mixer,TRUE,Sound Mixing
2020,Motion Picture – Live Action,Sound of Metal,Nicolas Becker,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Live Action,Sound of Metal,Jaime Baksht,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Live Action,Sound of Metal,Michelle Couttolenc,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Live Action,Sound of Metal,Carlos Cortez Navarrette,adr mixer,TRUE,Sound Mixing
2020,Motion Picture – Live Action,Sound of Metal,Kari Vähäkuopus,foley mixer,TRUE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,David Wyman,production mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,Michael Minkler,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,Christian Minkler,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,Richard Kitting,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,Beau Borders,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,Greg Hayes,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Greyhound,George A. Lara,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,Drew Kunin,production mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,Ren Klyce,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,David Parker,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,Nathan Nance,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,Charleen Richards-Steeves,adr mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,Mank,Scott Curtis,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,News of the World,John Patrick Pritchett,production mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,News of the World,Mike Prestwood Smith,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,News of the World,William Miller,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,News of the World,Shawn Murphy,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,News of the World,Mark DeSimone,adr mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,News of the World,Adam Fil Méndez,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,The Trial of the Chicago 7,Thomas Varga,production mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,The Trial of the Chicago 7,Julian Slater,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,The Trial of the Chicago 7,Michael Babcock,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,The Trial of the Chicago 7,Daniel Pemberton,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,The Trial of the Chicago 7,Justin W. Walker,adr mixer,FALSE,Sound Mixing
2020,Motion Picture – Live Action,The Trial of the Chicago 7,Kevin Schultz,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,The Bee Gees: How Can You Mend a Broken Heart,Gary A. Rizzo,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Documentary,The Bee Gees: How Can You Mend a Broken Heart,Jeff King,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Documentary,David Attenborough: A Life on Our Planet,Graham Wild,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,David Attenborough: A Life on Our Planet,Gareth Cousins,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,My Octopus Teacher,Barry Donnelly,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,My Octopus Teacher,Charl Mostert,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,The Social Dilemma,Mark A. Crawford,production mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,The Social Dilemma,Scott R. Lewis,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,The Social Dilemma,Mark Venezia,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,The Social Dilemma,Jason Butler,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,Zappa,Monty Buckles,production mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,Zappa,Marty Zub,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Documentary,Zappa,Lon Bender,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Soul,Vincent Caro,original dialogue mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,Soul,Ren Klyce,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,Soul,David Parker,re-recording mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,Soul,Atticus Ross,scoring mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,Soul,David Boucher,scoring mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,Soul,Bobby Johanson,adr mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,Soul,Scott Curtis,foley mixer,TRUE,Sound Mixing
2020,Motion Picture – Animated,A Shaun the Sheep Movie: Farmageddon,Dom Boucher,dialogue and adr mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,A Shaun the Sheep Movie: Farmageddon,Chris Burdon,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,A Shaun the Sheep Movie: Farmageddon,Gilbert Lake,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,A Shaun the Sheep Movie: Farmageddon,Adrian Rhodes,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,A Shaun the Sheep Movie: Farmageddon,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,A Shaun the Sheep Movie: Farmageddon,Ant Bayman,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Onward,Vincent Caro,original dialogue mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Onward,Doc Kane,original dialogue mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Onward,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Onward,Juan Peralta,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Onward,Brad Haehnel,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Onward,Scott Curtis,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,The Croods: A New Age,Tighe Sheldon,original dialogue mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,The Croods: A New Age,Christopher Scarabosio,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,The Croods: A New Age,Leff Lefferts,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,The Croods: A New Age,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,The Croods: A New Age,Richard Duarte,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,The Croods: A New Age,Scott Curtis,foley mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Trolls World Tour,Tighe Sheldon,original dialogue mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Trolls World Tour,Scott Millan,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Trolls World Tour,Paul Hackner,re-recording mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Trolls World Tour,Christopher Fogel,scoring mixer,FALSE,Sound Mixing
2020,Motion Picture – Animated,Trolls World Tour,Randy K. Singer,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Ford v Ferrari,Steven A. Morrow production mixer,re-recording mixer,TRUE,Sound Mixing
2019,Motion Picture – Live Action,Ford v Ferrari,David Giammarco,re-recording mixer,TRUE,Sound Mixing
2019,Motion Picture – Live Action,Ford v Ferrari,Paul Massey,re-recording mixer,TRUE,Sound Mixing
2019,Motion Picture – Live Action,Ford v Ferrari,Tyson Lozensky,scoring mixer,TRUE,Sound Mixing
2019,Motion Picture – Live Action,Ford v Ferrari,David Betancourt,adr mixer,TRUE,Sound Mixing
2019,Motion Picture – Live Action,Ford v Ferrari,Richard Duarte,foley mixer,TRUE,Sound Mixing
2019,Motion Picture – Live Action,Joker,Tod Maitland,production mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Joker,Tom Ozanich,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Joker,Dean Zupancic,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Joker,Daniel Kresco,scoring mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Joker,Thomas J. O’Connell,adr mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Joker,Richard Duarte,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Once Upon a Time in Hollywood,Mark Ulano,production mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Once Upon a Time in Hollywood,Christian Minkler,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Once Upon a Time in Hollywood,Michael Minkler,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Once Upon a Time in Hollywood,Kyle Rochlin,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Rocketman,John Hayes,production mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Rocketman,Mathew Collinge,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Rocketman,Mike Prestwood Smith,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Rocketman,Mark Appleby,adr mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,Rocketman,Glen Gathard,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,The Irishman,Tod Maitland,production mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,The Irishman,Tom Fleischman,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,The Irishman,Eugene Gearty,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,The Irishman,Mark DeSimone,adr mixer,FALSE,Sound Mixing
2019,Motion Picture – Live Action,The Irishman,George A. Lara,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Making Waves: The Art of Cinematic Sound,David J. Turner,production mixer,TRUE,Sound Mixing
2019,Motion Picture – Documentary,Making Waves: The Art of Cinematic Sound,Tom Myers,re-recording mixer,TRUE,Sound Mixing
2019,Motion Picture – Documentary,Making Waves: The Art of Cinematic Sound,Dan Blanck,scoring mixer,TRUE,Sound Mixing
2019,Motion Picture – Documentary,Making Waves: The Art of Cinematic Sound,Frank Rinella,adr mixer,TRUE,Sound Mixing
2019,Motion Picture – Documentary,Apollo 11,Eric Milano,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Apollo 11,Brian Eimer,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Echo in the Canyon,John Rampey,production mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Echo in the Canyon,Chris Jenkins,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Echo in the Canyon,Paul Karpinski,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Echo in the Canyon,Dave Way,music mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Miles Davis: Birth of the Cool,Gautam Choudury,production mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Miles Davis: Birth of the Cool,Benny Mouthon,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Woodstock: Three Days That Defined a Generation,Kevin Peters,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Documentary,Woodstock: Three Days That Defined a Generation,Ryan Collison,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Toy Story 4,Doc Kane,original dialogue mixer,TRUE,Sound Mixing
2019,Motion Picture – Animated,Toy Story 4,Nathan Nance,re-recording mixer,TRUE,Sound Mixing
2019,Motion Picture – Animated,Toy Story 4,Michael Semanick,re-recording mixer,TRUE,Sound Mixing
2019,Motion Picture – Animated,Toy Story 4,David Bouche,scoring mixer,TRUE,Sound Mixing
2019,Motion Picture – Animated,Toy Story 4,Vince Caro,adr mixer,TRUE,Sound Mixing
2019,Motion Picture – Animated,Toy Story 4,Scott Curtis,foley mixer,TRUE,Sound Mixing
2019,Motion Picture – Animated,Abominable,Tighe Sheldon,original dialogue mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Abominable,Myron Nettinga,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Abominable,Nick Wollage,scoring mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Abominable,David Jobe,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,Paul McGrath,original dialogue mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,David E. Fluhr,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,Gabriel Guy,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,David Boucher,song mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,Greg Hayes,scoring mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,Doc Kane,adr mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,Frozen II,Scott Curtis,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,How to Train Your Dragon: The Hidden World,Tighe Sheldon,original dialogue mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,How to Train Your Dragon: The Hidden World,Scott R. Lewis,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,How to Train Your Dragon: The Hidden World,Shawn Murphy,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,How to Train Your Dragon: The Hidden World,Gary Rizzo,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,How to Train Your Dragon: The Hidden World,Blake Collins,foley mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,The Lion King,Ron Judkins,original dialogue mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,The Lion King,Christopher Boyes,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,The Lion King,Lora Hirschberg,re-recording mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,The Lion King,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2019,Motion Picture – Animated,The Lion King,Blake Collins,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,John Casali,production mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Paul Massey,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Tim Cavagin,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Niv Adiri,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Alan Meyerson,scoring mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Thomas J. O'Connell,adr mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Glen Gathard,foley mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,Bohemian Rhapsody,Jemma Riley Tolch,foley mixer,TRUE,Sound Mixing
2018,Motion Picture – Live Action,A Quiet Place,Michael Barosky,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Quiet Place,Brandon Proctor,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Quiet Place,Michael Barry,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Quiet Place,Tyson Lozensky,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Quiet Place,Bob Lacivita,adr mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Quiet Place,Peter Persuad,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Steven A. Morrow,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Tom Ozanich,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Dean Zupancic,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Jason Ruder,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Nick Baxter,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Thomas J. O’Connell,adr mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,A Star Is Born,Richard Duarte,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Black Panther,Peter J. Devlin,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Black Panther,Steve Boeddeker,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Black Panther,Brandon Proctor,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Black Panther,Christopher Fogel,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Black Panther,Doc Kane,adr mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,Black Panther,Scott Curtis,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Mary H. Ellis,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Jon Taylor,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Frank A. Montaño,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Ai-Ling Lee,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Nick Baxter,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Thomas J. O’Connell,adr mixer,FALSE,Sound Mixing
2018,Motion Picture – Live Action,First Man,Richard Duarte,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Free Solo,Jim Hurst,production mixer,TRUE,Sound Mixing
2018,Motion Picture – Documentary,Free Solo,Tom Fleischman,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Documentary,Free Solo,Ric Schnupp,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Documentary,Free Solo,Tyson Lozensky,scoring mixer,TRUE,Sound Mixing
2018,Motion Picture – Documentary,Free Solo,David Boulton,adr mixer,TRUE,Sound Mixing
2018,Motion Picture – Documentary,Free Solo,Joana Niza Braga,foley mixer,TRUE,Sound Mixing
2018,Motion Picture – Documentary,Fahrenheit 11/9,Mark Roy,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Fahrenheit 11/9,Andy Kris,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Fahrenheit 11/9,Lee Salevan,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Fahrenheit 11/9,Skip Lievsay,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Quincy,Al Hicks,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Quincy,Jonathan Wales,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,They'll Love Me When I'm Dead,Rob Fillmore,production mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,They'll Love Me When I'm Dead,Brian Riordan,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Won't You Be My Neighbor?,Pete Horner,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Documentary,Won't You Be My Neighbor?,Jeff King,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Isle of Dogs,Darrin Moore,original dialogue mixer,TRUE,Sound Mixing
2018,Motion Picture – Animated,Isle of Dogs,Christopher Scarabosio,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Animated,Isle of Dogs,Wayne Lemmer,re-recording mixer,TRUE,Sound Mixing
2018,Motion Picture – Animated,Isle of Dogs,Xavier Forcioli,scoring mixer,TRUE,Sound Mixing
2018,Motion Picture – Animated,Isle of Dogs,Simon Rhodes,scoring mixer,TRUE,Sound Mixing
2018,Motion Picture – Animated,Isle of Dogs,Peter Persaud,foley mixer,TRUE,Sound Mixing
2018,Motion Picture – Animated,Incredibles 2,Vince Caro,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Incredibles 2,Doc Kane,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Incredibles 2,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Incredibles 2,Nathan Nance,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Incredibles 2,Joel Iwataki,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Incredibles 2,Scott Curtis,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Ralph Breaks the Internet,Doc Kane,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Ralph Breaks the Internet,Paul McGrath,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Ralph Breaks the Internet,David E. Fluhr,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Ralph Breaks the Internet,Gabriel Guy,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Ralph Breaks the Internet,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Ralph Breaks the Internet,Scott Curtis,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Brian Smith,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Aaron Hasson,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Howard London,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Tony Lamberti,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Sam Okell,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,Spider-Man: Into the Spider-Verse,Randy Singer,foley mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,The Grinch,Bill Higley,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,The Grinch,Michael Miller,original dialogue mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,The Grinch,Gary Rizzo,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,The Grinch,Juan Peralta,re-recording mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,The Grinch,Noah Scot Snyder,scoring mixer,FALSE,Sound Mixing
2018,Motion Picture – Animated,The Grinch,Blake Collins,foley mixer,FALSE,Sound Mixing
2017,Motion Picture – Live Action,Dunkirk,Mark Weingarten,Production Mixer,TRUE,Sound Mixing
2017,Motion Picture – Live Action,Dunkirk,Gregg Landaker,Re-recording Mixer,TRUE,Sound Mixing
2017,Motion Picture – Live Action,Dunkirk,Gary Rizzo,Re-recording Mixer,TRUE,Sound Mixing
