Year,Category,Film,Scene,Nominee,Won,Concordance
2021,Outstanding Visual Effects in an Animated Feature,Luca,,David Ryu,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Luca,,Jon Reisch,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Raya and the Last Dragon,,Kyle Odermatt,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Raya and the Last Dragon,,Osnat Shurer,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Raya and the Last Dragon,,Kelsey Hurley,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Raya and the Last Dragon,,Paul Felix,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Sing 2,,Patrick Delage,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Sing 2,,Nathalie Vancauwenberghe,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Sing 2,,Christophe Lourdelet,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,Sing 2,,Boris Jacq,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,The Mitchells vs. the Machines,,Alan Hawkins,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,The Mitchells vs. the Machines,,Carey A. Smith,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,The Mitchells vs. the Machines,,Mike Lasker,FALSE,
2021,Outstanding Visual Effects in an Animated Feature,The Mitchells vs. the Machines,,Nicola Lavender,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Finch,Jeff,Harinarayan Rajeev,TRUE,
2021,Outstanding Animated Character in a Photoreal Feature,Finch,Jeff,Matthias Schoenegger,TRUE,
2021,Outstanding Animated Character in a Photoreal Feature,Finch,Jeff,Simon Allen,TRUE,
2021,Outstanding Animated Character in a Photoreal Feature,Finch,Jeff,Paul Nelson,TRUE,
2021,Outstanding Animated Character in a Photoreal Feature,Flora & Ulysses,Ulysses,Pierre-Loïc Hamon,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Flora & Ulysses,Ulysses,Sachin Tyagi,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Flora & Ulysses,Ulysses,Nandini Nambiar,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Flora & Ulysses,Ulysses,Loïc Mireault,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Jungle Cruise,Aguirre,Alexander Lee,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Jungle Cruise,Aguirre,Claus Pedersen,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Jungle Cruise,Aguirre,Rasely Ma,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Jungle Cruise,Aguirre,Gary Wu,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Venom: Let There Be Carnage,Carnage,Richard Spriggs,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Venom: Let There Be Carnage,Carnage,Ricardo Silva,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Venom: Let There Be Carnage,Carnage,Lucas Cuenca,FALSE,
2021,Outstanding Animated Character in a Photoreal Feature,Venom: Let There Be Carnage,Carnage,Federico Frassinelli,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Encanto,Mirabel Madrigal,Kelly McClanahan,TRUE,
2021,Outstanding Animated Character in an Animated Feature,Encanto,Mirabel Madrigal,Sergi Caballer,TRUE,
2021,Outstanding Animated Character in an Animated Feature,Encanto,Mirabel Madrigal,Mary Twohig,TRUE,
2021,Outstanding Animated Character in an Animated Feature,Encanto,Mirabel Madrigal,"Jose Luis ""Weecho"" Velasquez",TRUE,
2021,Outstanding Animated Character in an Animated Feature,Luca,Luca,Gwendelyn Enderoglu,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Luca,Luca,Laurie Nguyen Kim,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Luca,Luca,Tanja Krampfert,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Luca,Luca,Maria Lee,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Raya and the Last Dragon,Tuk Tuk,Brian Menz,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Raya and the Last Dragon,Tuk Tuk,Punn Wiantrakoon,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Raya and the Last Dragon,Tuk Tuk,Erik Hansen,FALSE,
2021,Outstanding Animated Character in an Animated Feature,Raya and the Last Dragon,Tuk Tuk,Vicky YuTzu Lin,FALSE,
2021,Outstanding Animated Character in an Animated Feature,The Mitchells vs. the Machines,Katie Mitchell,Lindsey Olivares,FALSE,
2021,Outstanding Animated Character in an Animated Feature,The Mitchells vs. the Machines,Katie Mitchell,Kurt Judson,FALSE,
2021,Outstanding Animated Character in an Animated Feature,The Mitchells vs. the Machines,Katie Mitchell,Soh-I Jeong,FALSE,
2021,Outstanding Animated Character in an Animated Feature,The Mitchells vs. the Machines,Katie Mitchell,Rohini Kumar,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Spider-Man: No Way Home,The Mirror Dimension,Eric Le Dieu de Ville,TRUE,
2021,Outstanding Created Environment in a Photoreal Feature,Spider-Man: No Way Home,The Mirror Dimension,Thomas Dotheij,TRUE,
2021,Outstanding Created Environment in a Photoreal Feature,Spider-Man: No Way Home,The Mirror Dimension,Ryan Olliffe,TRUE,
2021,Outstanding Created Environment in a Photoreal Feature,Spider-Man: No Way Home,The Mirror Dimension,Claire Le Teuff,TRUE,
2021,Outstanding Created Environment in a Photoreal Feature,Dune,Arrakeen City,Rhys Salcombe,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Dune,Arrakeen City,Seungjin Woo,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Dune,Arrakeen City,Jeremie Touzery,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Dune,Arrakeen City,Marc Austin,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Jungle Cruise,Waterfall Canyon,Mark McNicholl,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Jungle Cruise,Waterfall Canyon,Frédéric Valleur,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Jungle Cruise,Waterfall Canyon,Hamish Beachman,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,Jungle Cruise,Waterfall Canyon,Mark Wainwright,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,The Suicide Squad,Valle Del Marre,Nick Cattell,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,The Suicide Squad,Valle Del Marre,Jason Desjarlais,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,The Suicide Squad,Valle Del Marre,Matt Fitzgerald,FALSE,
2021,Outstanding Created Environment in a Photoreal Feature,The Suicide Squad,Valle Del Marre,Jerome Moo,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Encanto,Antonio's Room,Camille Andre,TRUE,
2021,Outstanding Created Environment in an Animated Feature,Encanto,Antonio's Room,Andrew Finley,TRUE,
2021,Outstanding Created Environment in an Animated Feature,Encanto,Antonio's Room,Chris Patrick O'Connell,TRUE,
2021,Outstanding Created Environment in an Animated Feature,Encanto,Antonio's Room,Amol Sathe,TRUE,
2021,Outstanding Created Environment in an Animated Feature,Luca,Portorosso Piazza,"Airton Dittz, Jr.",FALSE,
2021,Outstanding Created Environment in an Animated Feature,Luca,Portorosso Piazza,Jack Hattori,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Luca,Portorosso Piazza,Michael Rutter,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Luca,Portorosso Piazza,Joshua West,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Raya and the Last Dragon,Talon,Mingjue Helen Chen,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Raya and the Last Dragon,Talon,Chaiwon Kim,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Raya and the Last Dragon,Talon,Virgilio John Aquino,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Raya and the Last Dragon,Talon,Diana Jiang LeVangie,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Sing 2,Crystal Theater,Ludovic Ramière,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Sing 2,Crystal Theater,Théo Rivoalen,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Sing 2,Crystal Theater,Henri Deruer,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Sing 2,Crystal Theater,Frédéric Mainil,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Vivo,Mambo Cabana,Bertrand Bry-Marfaing,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Vivo,Mambo Cabana,Josef Dylan Swift,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Vivo,Mambo Cabana,Geeta Basantani,FALSE,
2021,Outstanding Created Environment in an Animated Feature,Vivo,Mambo Cabana,Jeremy Kim,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Encanto,We Don't Talk about Bruno,Nathan Detroit Warner,TRUE,
2021,Outstanding Virtual Cinematography in a CG Project,Encanto,We Don't Talk about Bruno,Dorian Bustamante,TRUE,
2021,Outstanding Virtual Cinematography in a CG Project,Encanto,We Don't Talk about Bruno,Tyler Kupferer,TRUE,
2021,Outstanding Virtual Cinematography in a CG Project,Encanto,We Don't Talk about Bruno,Michael Woodside,TRUE,
2021,Outstanding Virtual Cinematography in a CG Project,Godzilla vs. Kong,Ocean Battle,Shawn Hull,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Godzilla vs. Kong,Ocean Battle,Robert Wiese,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Godzilla vs. Kong,Ocean Battle,Steven Tom,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Godzilla vs. Kong,Ocean Battle,Eric Petey,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,"Loki: ""Lamentis""",Race to the Ark,Jesse Lewis-Evans,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,"Loki: ""Lamentis""",Race to the Ark,Luke Avery,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,"Loki: ""Lamentis""",Race to the Ark,Autumn Durald Arkapaw,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,"Loki: ""Lamentis""",Race to the Ark,Scott Inkster,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Raya and the Last Dragon,,Rob Dressel,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Raya and the Last Dragon,,Adolph Lusinsky,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Raya and the Last Dragon,,Paul Felix,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Shang-Chi and the Legend of the Ten Rings,,Sebastian Trujillo,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Shang-Chi and the Legend of the Ten Rings,,Louis-Daniel Poulin,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Shang-Chi and the Legend of the Ten Rings,,Nathan Abbot,FALSE,
2021,Outstanding Virtual Cinematography in a CG Project,Shang-Chi and the Legend of the Ten Rings,,Shannon Justison,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Dune,Royal Ornithopter,Marc Austin,TRUE,
2021,Outstanding Model in a Photoreal or Animated Project,Dune,Royal Ornithopter,Anna Yamazoe,TRUE,
2021,Outstanding Model in a Photoreal or Animated Project,Dune,Royal Ornithopter,Michael Chang,TRUE,
2021,Outstanding Model in a Photoreal or Animated Project,Dune,Royal Ornithopter,Rachael Dunk,TRUE,
2021,Outstanding Model in a Photoreal or Animated Project,Black Widow,The Red Room,Tristan John Connors,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Black Widow,The Red Room,Bo Kwon,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Black Widow,The Red Room,James Stuart,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Black Widow,The Red Room,Ryan Duhaime,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Encanto,Casita Madrigal,Jonathan Lin,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Encanto,Casita Madrigal,Chris Patrick O'Connell,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Encanto,Casita Madrigal,Christoffer Pedersen,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,Encanto,Casita Madrigal,Alberto Abril,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,The Suicide Squad,Jotunheim,Simon Dean Morley,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,The Suicide Squad,Jotunheim,Cedric Enriquez Canlas,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,The Suicide Squad,Jotunheim,Layne Howe,FALSE,
2021,Outstanding Model in a Photoreal or Animated Project,The Suicide Squad,Jotunheim,Alberto R. S. Hernandez,FALSE,
2021,Outstanding Effects Simulations in a Photoreal Feature,Dune,Dunes of Arrakis,Gero Grimm,TRUE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Dune,Dunes of Arrakis,Ivan Larinin,TRUE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Dune,Dunes of Arrakis,Hideki Okano,TRUE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Dune,Dunes of Arrakis,Zuny An,TRUE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Godzilla vs. Kong,Ocean Water & Battle Destruction,Jonathan Freisler,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Godzilla vs. Kong,Ocean Water & Battle Destruction,Nahuel Alberto Letizia,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Godzilla vs. Kong,Ocean Water & Battle Destruction,Eloi Andaluz Fullà,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Godzilla vs. Kong,Ocean Water & Battle Destruction,Saysana Rintharamy,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Shang-Chi and the Legend of the Ten Rings,"Water, Bubbles & Magic",Simone Riginelli,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Shang-Chi and the Legend of the Ten Rings,"Water, Bubbles & Magic",Claude Schitter,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Shang-Chi and the Legend of the Ten Rings,"Water, Bubbles & Magic",Teck Chee Koi,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,Shang-Chi and the Legend of the Ten Rings,"Water, Bubbles & Magic",Arthur Graff,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,The Suicide Squad,Corto Maltese City Destruction,David R. Davies,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,The Suicide Squad,Corto Maltese City Destruction,Rogier Fransen,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,The Suicide Squad,Corto Maltese City Destruction,Sandy Sutherland,FALSE,Effects
2021,Outstanding Effects Simulations in a Photoreal Feature,The Suicide Squad,Corto Maltese City Destruction,Brandon James Fleet,FALSE,Effects
2021,Outstanding Effects Simulations in an Animated Feature,Raya and the Last Dragon,,Le Joyce Tong,TRUE,
2021,Outstanding Effects Simulations in an Animated Feature,Raya and the Last Dragon,,Henrik Fält,TRUE,
2021,Outstanding Effects Simulations in an Animated Feature,Raya and the Last Dragon,,Rattanin Sirinaruemarn,TRUE,
2021,Outstanding Effects Simulations in an Animated Feature,Raya and the Last Dragon,,Jacob Rice,TRUE,
2021,Outstanding Effects Simulations in an Animated Feature,Encanto,,Francisco Rodriguez,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Encanto,,Christopher Hendryx,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Encanto,,Brent Burley,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Encanto,,David Hutchins,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Luca,,Amit Baadkar,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Luca,,Greg Gladstone,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Luca,,Emron Grover,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Luca,,Tim Speltz,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Sing 2,,Richard Adenot,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Sing 2,,Guillaume Gay,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Sing 2,,Frédéric Valz-Gris,FALSE,
2021,Outstanding Effects Simulations in an Animated Feature,Sing 2,,Antoine Brémont,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Attack on Arrakeen,Gregory Haas,TRUE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Attack on Arrakeen,Francesco Dell'Anna,TRUE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Attack on Arrakeen,Abhishek Chaturvedi,TRUE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Attack on Arrakeen,Cleve Zhu,TRUE,
2021,Outstanding Compositing and Lighting in a Feature,Black Widow,Red Room Crashing Back to Earth,Michael Melchiorre,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Black Widow,Red Room Crashing Back to Earth,Simon Twine,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Black Widow,Red Room Crashing Back to Earth,Daniel Harkness,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Black Widow,Red Room Crashing Back to Earth,Tim Crowson,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Hologram and Hunter Seeker,Patrick Heinen,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Hologram and Hunter Seeker,Jacob Maymudes,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Hologram and Hunter Seeker,Tj Burke,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Dune,Hologram and Hunter Seeker,James Jooyoung Lee,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Shang-Chi and the Legend of the Ten Rings,Macau City,Jeremie Maheu,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Shang-Chi and the Legend of the Ten Rings,Macau City,Mathieu Dupuis,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Shang-Chi and the Legend of the Ten Rings,Macau City,Karthic Ramesh,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Shang-Chi and the Legend of the Ten Rings,Macau City,Jiri Kilevnik,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Spider-Man: No Way Home,Liberty Island Battle and Christmas Swing,Zac Campbell,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Spider-Man: No Way Home,Liberty Island Battle and Christmas Swing,Frida Nerdal,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Spider-Man: No Way Home,Liberty Island Battle and Christmas Swing,Louis Corr,FALSE,
2021,Outstanding Compositing and Lighting in a Feature,Spider-Man: No Way Home,Liberty Island Battle and Christmas Swing,Kelvin Yee,FALSE,
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Jungle Cruise,,JD Schwalm,TRUE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Jungle Cruise,,Nick Rand,TRUE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Jungle Cruise,,Robert Spurlock,TRUE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Jungle Cruise,,Nick Byrd,TRUE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Eternals,,Neil Corbould,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Eternals,,Keith Corbould,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Eternals,,Ray Ferguson,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Eternals,,Chris Motjuoadi,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Matrix Resurrections,,JD Schwalm,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Matrix Resurrections,,Brendon O'Dell,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Matrix Resurrections,,Michael Kay,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Matrix Resurrections,,Pau Costa Moeller,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Tomorrow War,,JD Schwalm,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Tomorrow War,,Wayne Rowe,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Tomorrow War,,Jim Schwalm,FALSE,Effects
2021,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,The Tomorrow War,,Haukur Karlsson,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,F1: The Movie,,Ryan Tudhope,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,F1: The Movie,,Nikeah Forde,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,F1: The Movie,,Robert Harrington,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,F1: The Movie,,Nicolas Chevallier,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,F1: The Movie,,Keith Alfred Dawson,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Jurassic World: Rebirth,,David Vickery,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Jurassic World: Rebirth,,Carlos Ciudad,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Jurassic World: Rebirth,,Steve Aplin,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Jurassic World: Rebirth,,Charmaine Chan,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Jurassic World: Rebirth,,Neil Corbould,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,The Lost Bus,,Charlie Noble,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,The Lost Bus,,Gavin Round,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,The Lost Bus,,David Zaretti,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,The Lost Bus,,Russell Bowen,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,The Lost Bus,,Brandon K. McLaughlin,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Avatar: Fire and Ash,,Richard Baneham,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Avatar: Fire and Ash,,Peter Litvack,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Avatar: Fire and Ash,,Eric Saindon,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Avatar: Fire and Ash,,Nicky Muir,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,Avatar: Fire and Ash,,Steve Ingram,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,How To Train Your Dragon,,Christian Manz,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,How To Train Your Dragon,,Christopher Raimo,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,How To Train Your Dragon,,Glen McIntosh,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,How To Train Your Dragon,,Glenn Melenhorst,FALSE,Effects
2025,Outstanding Visual Effects in a Photoreal Feature,How To Train Your Dragon,,Terry Palmer,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Dongji Rescue,,Tim Crosbie,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Dongji Rescue,,Celeste Chen,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Dongji Rescue,,Christian Sjöstedt,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Dongji Rescue,,Lea Benjovitz,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,A House of Dynamite,,Chris Harvey,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,A House of Dynamite,,Dione Wood,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,A House of Dynamite,,Jon Mitchell,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,A House of Dynamite,,Matthew Lane,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Warfare,,Simon Stanley-Clamp,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Warfare,,Kaley Edwards,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Warfare,,Andrew Kinnear,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Warfare,,Samir Ansari,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Warfare,,Ryan Conder,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Sinners,,Michael Ralla,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Sinners,,James Alexander,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Sinners,,Nick Marshall,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Sinners,,Espen Nordahl,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,Sinners,,Donnie Dean,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,After the Hunt,,Fabio Cerrito,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,After the Hunt,,Virginia Cefaly,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,After the Hunt,,Marco Fiorani Parenzi,FALSE,Effects
2025,Outstanding Supporting Visual Effects in a Photoreal Feature,After the Hunt,,Maura Manfredi,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,The Bad Guys 2,,Pierre Perifel,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,The Bad Guys 2,,Damon Ross,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,The Bad Guys 2,,Matt Baer,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,The Bad Guys 2,,Benjamin Willis,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,KPop Demon Hunters,,Joshua Beveridge,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,KPop Demon Hunters,,Jacky Priddle,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,KPop Demon Hunters,,Benjamin Hendricks,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,KPop Demon Hunters,,Clara Chan,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Zootopia 2,,Gregory Smith,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Zootopia 2,,Laurie Au,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Zootopia 2,,Marlon West,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Zootopia 2,,Shweta Viswanathan,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,In Your Dreams,,Sacha Kapijimpangan Carey Smith,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,In Your Dreams,,Nicola Lavender,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,In Your Dreams,,Steve Pilcher,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Elio,,Claudia Chung Sanii,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Elio,,Mary Alice Drumm,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Elio,,Harley Jessup,FALSE,Effects
2025,Outstanding Animation in an Animated Feature,Elio,,Dave Quirus,FALSE,Effects
2025,Outstanding Character in a Photoreal Feature,A Minecraft Movie,Queen Malgosha,Kevin Estey,FALSE,Effects
