Year,Category,Film,Scene,Nominee,Won,Concordance
2023,Outstanding Compositing and Lighting in a Feature,John Wick: Chapter 4,,Thomas Bourdis,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,John Wick: Chapter 4,,Dominik Kirouac,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,Spider-Man: Across the Spider-Verse,,Bret St.Clair,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,Spider-Man: Across the Spider-Verse,,Kieron Cheuk-Chi,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,Spider-Man: Across the Spider-Verse,,Lo Kelly,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,Spider-Man: Across the Spider-Verse,,Christophers Rowan Young,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Phil Prates,TRUE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Min Kim,TRUE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Nisarg Suthar,TRUE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Toshiko Miura,TRUE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Ben O-Brien,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Juan Espigares Enriquez,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Wesley Roberts,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,The Creator,,Hayes Brien,FALSE,
2023,Outstanding Compositing and Lighting in a Feature,Guardians of the Galaxy Vol. 3,,Indah Maretha,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Omar Alejandro,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Lavrador Ibanez,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Fabien Julvecourt,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Benjamin Patterson,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Johan Gabrielsson,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Adrian Tsang,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Klaudio Ladavac,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Martin Eneroth,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,John Wick: Chapter 4,,Manuel Gaudreau,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,John Wick: Chapter 4,,Fabrice Vienne,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Stefan Andersson,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,John Wick: Chapter 4,,Vignesh Ravi,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,John Wick: Chapter 4,,Laurent Makowski,FALSE,
2023,Outstanding Created Environment in a Photoreal Feature,The Creator,,John Seru,TRUE,
2023,Outstanding Created Environment in a Photoreal Feature,The Creator,,Guy Williams,TRUE,
2023,Outstanding Created Environment in a Photoreal Feature,The Creator,,Vincent Techer,TRUE,
2023,Outstanding Created Environment in a Photoreal Feature,The Creator,,Timothée Maron,TRUE,
2023,Outstanding Created Environment in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Guillaume Chevet,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Arnaud Philippe-Giraux,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Chicken Run: Dawn of the Nugget,,Jim Lewis,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Chicken Run: Dawn of the Nugget,,Jon Biggins,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Elemental,,Chris Bernardi,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Elemental,,Brandon Montell,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Elemental,,David Shavers,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Spider-Man: Across the Spider-Verse,,Taehyun Park,TRUE,
2023,Outstanding Created Environment in an Animated Feature,Spider-Man: Across the Spider-Verse,,YJ Lee,TRUE,
2023,Outstanding Created Environment in an Animated Feature,Spider-Man: Across the Spider-Verse,,Pepe Orozco,TRUE,
2023,Outstanding Created Environment in an Animated Feature,Spider-Man: Across the Spider-Verse,,Kelly Han,TRUE,
2023,Outstanding Created Environment in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Olivier Mitonneau,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Eddy Frechou,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Chicken Run: Dawn of the Nugget,,Charles Copping,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Chicken Run: Dawn of the Nugget,,Matthew Perry,FALSE,
2023,Outstanding Created Environment in an Animated Feature,Elemental,,Ting Zhang,FALSE,
2023,Outstanding Effects Simulations in a Photoreal Feature,Napoleon,,Koen Hofmeester,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Napoleon,,Clair Bellens,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Napoleon,,Hernan Llano Duque,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Nyad,,Korbinian Meier,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Napoleon,,Gianmichele Mariani,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Nyad,,David Michielsen,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Nyad,,Andreas Vrhovsek,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Creator,,Ludovic Ramisandraina,TRUE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Creator,,Raul Essig,TRUE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Creator,,Mathieu Chardonnet,TRUE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Creator,,Lewis Taylor,TRUE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Nun 2,,Laurent Creusot,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Nun 2,,Sebastien Podsiadlo,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Nun 2,,Michael Moercant,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,The Nun 2,,Benjamin Saurine,FALSE,Effects
2023,Outstanding Effects Simulations in a Photoreal Feature,Nyad,,Sindy Saalfeld,FALSE,Effects
2023,Outstanding Effects Simulations in an Animated Feature,Elemental,,Kristopher Campbell,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Elemental,,Greg Gladstone,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Elemental,,Jon Reisch,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Elemental,,Kylie Wijsmuller,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Spider-Man: Across the Spider-Verse,,Pav Grochola,TRUE,
2023,Outstanding Effects Simulations in an Animated Feature,Spider-Man: Across the Spider-Verse,,Filippo Maccari,TRUE,
2023,Outstanding Effects Simulations in an Animated Feature,Spider-Man: Across the Spider-Verse,,Naoki Kato,TRUE,
2023,Outstanding Effects Simulations in an Animated Feature,Spider-Man: Across the Spider-Verse,,Nicola Finizio,TRUE,
2023,Outstanding Effects Simulations in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Louis Marsaud,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Paul-Etienne Bourde,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Serge Martin,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Marine Pommereul,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,The Super Mario Bros. Movie,,Simon Pate,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,The Super Mario Bros. Movie,,Christophe Vazquez,FALSE,
2023,Outstanding Effects Simulations in an Animated Feature,The Super Mario Bros. Movie,,Milo Riccarand,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,The Creator,,Florence Green,TRUE,
2023,Outstanding Model in a Photoreal or Animated Project,The Creator,,Serban Ungureanu,TRUE,
2023,Outstanding Model in a Photoreal or Animated Project,Guardians of the Galaxy Vol. 3,,Tim Civil,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Guardians of the Galaxy Vol. 3,,Artur Vil,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Peter Pan & Wendy,,Thomas Gallardo,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Peter Pan & Wendy,,Harrison Stark,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Peter Pan & Wendy,,David Thibodeau,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Spider-Man: Across the Spider-Verse,,Dongick David Sheen,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Spider-Man: Across the Spider-Verse,,Mark JeongWoong,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Spider-Man: Across the Spider-Verse,,Lee Mikaela Bantog,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Spider-Man: Across the Spider-Verse,,René Völker,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,The Creator,,Oliver Kane,TRUE,
2023,Outstanding Model in a Photoreal or Animated Project,The Creator,,Mat Monro,TRUE,
2023,Outstanding Model in a Photoreal or Animated Project,Guardians of the Galaxy Vol. 3,,Kenneth Johansson,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Guardians of the Galaxy Vol. 3,,Jason Galeon,FALSE,
2023,Outstanding Model in a Photoreal or Animated Project,Peter Pan & Wendy,,Patrick Comtois,FALSE,
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,I'm a Virgo,,John McLeod,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,I'm a Virgo,,Scott Kirvan,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,I'm a Virgo,,Carl Miller,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mission: Impossible — Dead Reckoning Part One,,Neil Corbould,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mission: Impossible — Dead Reckoning Part One,,Ray Ferguson,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mission: Impossible — Dead Reckoning Part One,,Keith Dawson,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Mission: Impossible — Dead Reckoning Part One,,Chris Motjuoadi,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Oppenheimer,,Scott Fisher,TRUE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Oppenheimer,,James Rollins,TRUE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Oppenheimer,,Mario Vanillo,TRUE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Society of the Snow,,Pau Costa,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Society of the Snow,,Carlos Laguna,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Society of the Snow,,Guillermo F. Aldunate,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,Society of the Snow,,Eloy Cervera,FALSE,Effects
2023,Outstanding Special (Practical) Effects in a Photoreal or Animated Project,I'm a Virgo,,Alec Gillis,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,John Wick: Chapter 4,,Ralla Reina Sparks,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,John Wick: Chapter 4,,Jonathan Rothbart,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,John Wick: Chapter 4,,Javier Roca,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,John Wick: Chapter 4,,Janelle Croshaw,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Nyad,,Mohsen Mousa,TRUE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Society of the Snow,,Félix Bergés,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Society of the Snow,,Micaela Gagliano,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Society of the Snow,,Laura Pedro Ezequiel,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Society of the Snow,,Larrú Pau Costa,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Napoleon,,Charley Henley,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Napoleon,,Sarah Tulloch,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Napoleon,,Luc-Ewen Martin-Fenouillet,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Napoleon,,Simone Coco,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Napoleon,,Neil Corbould,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Nyad,,Jake Braver,TRUE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Nyad,,Fiona Campbell,TRUE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Nyad,,Westgate R.,TRUE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,John Wick: Chapter 4,,Gerd Nefzer,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Killers of the Flower Moon,,Pablo Helman,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Killers of the Flower Moon,,Brian Barlettani,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Killers of the Flower Moon,,Sam Bassett,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Killers of the Flower Moon,,Brandon Keys McLaughlin,FALSE,Effects
2023,Outstanding Supporting Visual Effects in a Photoreal Feature,Nyad,,Christopher White,TRUE,Effects
2023,Outstanding Virtual Cinematography in a CG Project,Guardians of the Galaxy Vol. 3,,Joanna Davison,TRUE,
2023,Outstanding Virtual Cinematography in a CG Project,Guardians of the Galaxy Vol. 3,,Cheyana Wilkinson,TRUE,
2023,Outstanding Virtual Cinematography in a CG Project,Guardians of the Galaxy Vol. 3,,Michael Cozens,TRUE,
2023,Outstanding Virtual Cinematography in a CG Project,Migration,,Guylo Homsy,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Migration,,Damien Bapst,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Migration,,Antoine Collet,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Guardians of the Galaxy Vol. 3,,Jason Desjarlais,TRUE,
2023,Outstanding Virtual Cinematography in a CG Project,Migration,,David Dangin,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Spider-Man: Across the Spider-Verse,,Rich Turner,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Spider-Man: Across the Spider-Verse,,Randolph Lizarda,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Spider-Man: Across the Spider-Verse,,Daniela Campos,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,Spider-Man: Across the Spider-Verse,,Little Thomas Campos,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,The Creator,,Roel Coucke,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,The Creator,,Christopher Potter,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,The Creator,,Amanda Johnstone-Batt,FALSE,
2023,Outstanding Virtual Cinematography in a CG Project,The Creator,,Jeremy Bloch,FALSE,
2023,Outstanding Visual Effects in a Photoreal Feature,Dungeons & Dragons: Honor Among Thieves,,Diana Giorgiutti,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Dungeons & Dragons: Honor Among Thieves,,Khalid Almeerani,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Dungeons & Dragons: Honor Among Thieves,,Scott Benza,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Dungeons & Dragons: Honor Among Thieves,,Ben Snow,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Stephane Ceretti,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Susan Pickett,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Alexis Wajsbrot,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Dungeons & Dragons: Honor Among Thieves,,Sam Conway,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Dan Sudick,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Andrew Whitehurst,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Kathy Siegel,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy Vol. 3,,Guy Williams,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Oppenheimer,,Andrew Jackson,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Oppenheimer,,Mike Chambers,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Oppenheimer,,Giacomo Mineo Dave Drzewiecki Scot Fisher,FALSE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,The Creator,,Jay Cooper,TRUE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,The Creator,,Julian Levi,TRUE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,The Creator,,Ian Comley,TRUE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,The Creator,,Charmaine Chan,TRUE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,The Creator,,Neil Corbould,TRUE,Effects
2023,Outstanding Visual Effects in a Photoreal Feature,Indiana Jones and the Dial of Destiny,,Robert Weaver Julian Hutchens Alistair Williams,FALSE,Effects
2023,Outstanding Visual Effects in an Animated Feature,Chicken Run: Dawn of the Nugget,,Jim Lewis,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Chicken Run: Dawn of the Nugget,,Charles Copping,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Chicken Run: Dawn of the Nugget,,Matthew Perry,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Chicken Run: Dawn of the Nugget,,Jon Biggins,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Elemental,,Denise Ream,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Elemental,,Sanjay Bakshi,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Elemental,,Stephen Marshall,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Elemental,,Peter Sohn,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Nimona,,Yancy Lindquist,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Nimona,,Theodore Ty,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Nimona,,Anthony Kemp,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Spider-Man: Across the Spider-Verse,,Alan Hawkins,TRUE,
2023,Outstanding Visual Effects in an Animated Feature,Spider-Man: Across the Spider-Verse,,Christian Hejnal,TRUE,
2023,Outstanding Visual Effects in an Animated Feature,Spider-Man: Across the Spider-Verse,,Michael Lasker,TRUE,
2023,Outstanding Visual Effects in an Animated Feature,Spider-Man: Across the Spider-Verse,,Matt Hausman,TRUE,
2023,Outstanding Visual Effects in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Matthieu Rouxel,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Marie Balland,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Jacques Daigle,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Teenage Mutant Ninja Turtles: Mutant Mayhem,,Vincent Leroy,FALSE,
2023,Outstanding Visual Effects in an Animated Feature,Nimona,,Archie Donato,FALSE,
2005,Best Single Visual Effect of the Year,Charlie and the Chocolate Factory,Nut Room,Jon Thum,FALSE,Effects
2005,Best Single Visual Effect of the Year,Charlie and the Chocolate Factory,Nut Room,Nick Davis,FALSE,Effects
2005,Best Single Visual Effect of the Year,Charlie and the Chocolate Factory,Nut Room,Nikki Penny,FALSE,Effects
2005,Best Single Visual Effect of the Year,Charlie and the Chocolate Factory,Nut Room,Ben Morris,FALSE,Effects
2005,Best Single Visual Effect of the Year,Star Wars: Episode III: Revenge of the Sith,Opening Space Battle,Jill Brooks,FALSE,Effects
2005,Best Single Visual Effect of the Year,Star Wars: Episode III: Revenge of the Sith,Opening Space Battle,David Weitzberg,FALSE,Effects
2005,Best Single Visual Effect of the Year,Star Wars: Episode III: Revenge of the Sith,Opening Space Battle,John Knoll,FALSE,Effects
2005,Best Single Visual Effect of the Year,Star Wars: Episode III: Revenge of the Sith,Opening Space Battle,Jeff Sutherland,FALSE,Effects
2005,Best Single Visual Effect of the Year,War of the Worlds,Fleeing the Neighborhood,Dennis Muren,TRUE,Effects
2005,Best Single Visual Effect of the Year,War of the Worlds,Fleeing the Neighborhood,Pablo Helman,TRUE,Effects
2005,Best Single Visual Effect of the Year,War of the Worlds,Fleeing the Neighborhood,Sandra Scott,TRUE,Effects
2005,Best Single Visual Effect of the Year,War of the Worlds,Fleeing the Neighborhood,Marshall Krasser,TRUE,Effects
2005,Best Single Visual Effect of the Year,,,,,Effects
2005,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Jarhead,,Brett Northcutt,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Jarhead,,Pablo Helman,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Jarhead,,Jeanie King,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Jarhead,,Grady Cofer,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Kingdom of Heaven,,Wes Sewell,TRUE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Kingdom of Heaven,,Victoria Alonso,TRUE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Kingdom of Heaven,,Tom Wood,TRUE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Kingdom of Heaven,,Gary Brozenich,TRUE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Memoirs Of A Geisha,,Julia Frey,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Memoirs Of A Geisha,,Adam Watkins,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Memoirs Of A Geisha,,Robert Stromberg,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,Memoirs Of A Geisha,,Paul Graff,FALSE,Effects
2005,Outstanding Supporting Visual Effects in a Photoreal Feature,,,,,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Goblet of Fire,,Theresa Corrao,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Goblet of Fire,,Tim Webber,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Goblet of Fire,,Jim Mitchell,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Goblet of Fire,,Tim Alexander,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,King Kong,,Joe Letteri,TRUE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,King Kong,,Eileen Moran,TRUE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,King Kong,,Christian Rivers,TRUE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,King Kong,,Eric Saindon,TRUE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Star Wars: Episode III: Revenge of the Sith,,John Knoll,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Star Wars: Episode III: Revenge of the Sith,,Roger Guyett,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Star Wars: Episode III: Revenge of the Sith,,Denise Ream,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,Star Wars: Episode III: Revenge of the Sith,,Rob Coleman,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,The Chronicles of Narnia,,Jim Berney,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,The Chronicles of Narnia,,Dean Wright,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,The Chronicles of Narnia,,Randy Starr,FALSE,Effects
2005,Outstanding Visual Effects in a Photoreal Feature,The Chronicles of Narnia,,Bill Westenhofer,FALSE,Effects
2006,Best Single Visual Effect of the Year,Children of Men,Birth Sequence,Tim Webber,FALSE,Effects
2006,Best Single Visual Effect of the Year,Children of Men,Birth Sequence,Lucy Killick,FALSE,Effects
2006,Best Single Visual Effect of the Year,Children of Men,Birth Sequence,Andy Kind,FALSE,Effects
2006,Best Single Visual Effect of the Year,Children of Men,Birth Sequence,Craig Bardsley,FALSE,Effects
2006,Best Single Visual Effect of the Year,Pirates of the Caribbean: Dead Man's Chest,Flying Dutchman Sequence,John Knoll,TRUE,Effects
2006,Best Single Visual Effect of the Year,Pirates of the Caribbean: Dead Man's Chest,Flying Dutchman Sequence,Ned Gorman,TRUE,Effects
2006,Best Single Visual Effect of the Year,Pirates of the Caribbean: Dead Man's Chest,Flying Dutchman Sequence,Jakub Pistecky,TRUE,Effects
2006,Best Single Visual Effect of the Year,Pirates of the Caribbean: Dead Man's Chest,Flying Dutchman Sequence,Tom Fejes,TRUE,Effects
2006,Best Single Visual Effect of the Year,Poseidon,Opening Sequence,Boyd Shermis,FALSE,Effects
2006,Best Single Visual Effect of the Year,Poseidon,Opening Sequence,Rhonda Gunner,FALSE,Effects
2006,Best Single Visual Effect of the Year,Poseidon,Opening Sequence,Kim Libreri,FALSE,Effects
2006,Best Single Visual Effect of the Year,Poseidon,Opening Sequence,Philippe Rebours,FALSE,Effects
2006,Best Single Visual Effect of the Year,X-Men: The Last Stand,The Phoenix Force Sequence,Cyndi Ochs,FALSE,Effects
2006,Best Single Visual Effect of the Year,X-Men: The Last Stand,The Phoenix Force Sequence,GG Heitmann,FALSE,Effects
2006,Best Single Visual Effect of the Year,X-Men: The Last Stand,The Phoenix Force Sequence,Roger Shortt,FALSE,Effects
2006,Best Single Visual Effect of the Year,X-Men: The Last Stand,The Phoenix Force Sequence,Eric Saindon,FALSE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Casino Royale,,Chris Corbould,TRUE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Casino Royale,,Peter Notley,TRUE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Casino Royale,,Ian Lowe,TRUE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Casino Royale,,Roy Quinn,TRUE,Effects
