Year,Song,Film,Category,Concordance,Won,Role,Nominee
2004,Lose Yourself,8 Mile,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Luis Resto
2004,I Move On,Chicago,Best Song Written for Visual Media,Original Song,FALSE,Nominee,John Kander
2004,I Move On,Chicago,Best Song Written for Visual Media,Original Song,FALSE,Performer,Catherine Zeta-Jones
2004,I Move On,Chicago,Best Song Written for Visual Media,Original Song,FALSE,Performer,Renée Zellweger
2004,I Move On,Chicago,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Fred Ebb
2004,The Hands That Built America,Gangs of New York,Best Song Written for Visual Media,Original Song,FALSE,Nominee,U2
2004,The Hands That Built America,Gangs of New York,Best Song Written for Visual Media,Original Song,FALSE,Performer,U2
2005,Into the West,The Lord of the Rings: The Return of the King,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Annie Lennox
2005,Into the West,The Lord of the Rings: The Return of the King,Best Song Written for Visual Media,Original Song,TRUE,Performer,Annie Lennox
2005,Into the West,The Lord of the Rings: The Return of the King,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Howard Shore
2005,Into the West,The Lord of the Rings: The Return of the King,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Fran Walsh
2005,The Scarlet Tide,Cold Mountain,Best Song Written for Visual Media,Original Song,FALSE,Nominee,T-Bone Burnett
2005,The Scarlet Tide,Cold Mountain,Best Song Written for Visual Media,Original Song,FALSE,Performer,Alison Krauss
2005,The Scarlet Tide,Cold Mountain,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Elvis Costello
2005,You Will Be My Ain True Love,Cold Mountain,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sting
2005,You Will Be My Ain True Love,Cold Mountain,Best Song Written for Visual Media,Original Song,FALSE,Performer,Alison Krauss
2005,Accidentally in Love,Shrek 2,Best Song Written for Visual Media,Original Song,FALSE,Nominee,David Bryson
2005,Accidentally in Love,Shrek 2,Best Song Written for Visual Media,Original Song,FALSE,Performer,Counting Crows
2005,Accidentally in Love,Shrek 2,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Adam Duritz
2005,Accidentally in Love,Shrek 2,Best Song Written for Visual Media,Original Song,FALSE,Nominee,David Immerglück
2005,Accidentally in Love,Shrek 2,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Matthew Malley
2005,Accidentally in Love,Shrek 2,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Dan Vickrey
2005,Belleville Rendez-Vous,The Triplets of Belleville,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Benoît Charest
2005,Belleville Rendez-Vous,The Triplets of Belleville,Best Song Written for Visual Media,Original Song,FALSE,Performer,-M-
2005,Belleville Rendez-Vous,The Triplets of Belleville,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sylvain Chomet
2006,Believe,The Polar Express,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Glen Ballard
2006,Believe,The Polar Express,Best Song Written for Visual Media,Original Song,TRUE,Performer,Josh Groban
2006,Believe,The Polar Express,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Alan Silvestri
2006,Wonka's Welcome Song,Charlie and the Chocolate Factory,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Danny Elfman
2006,Wonka's Welcome Song,Charlie and the Chocolate Factory,Best Song Written for Visual Media,Original Song,FALSE,Performer,Danny Elfman
2006,Wonka's Welcome Song,Charlie and the Chocolate Factory,Best Song Written for Visual Media,Original Song,FALSE,Nominee,John August
2006,Square One,Elizabethtown,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Tom Petty
2006,Square One,Elizabethtown,Best Song Written for Visual Media,Original Song,FALSE,Performer,Tom Petty
2006,Million Voices,Hotel Rwanda,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Andrea Guerra
2006,Million Voices,Hotel Rwanda,Best Song Written for Visual Media,Original Song,FALSE,Performer,Wyclef Jean
2006,Million Voices,Hotel Rwanda,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Wyclef Jean
2006,Million Voices,Hotel Rwanda,Best Song Written for Visual Media,Original Song,FALSE,Nominee,"Jerry ""Wonda"" Duplessis"
2006,Cold Wind,Six Feet Under,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Arcade Fire
2006,Cold Wind,Six Feet Under,Best Song Written for Visual Media,Original Song,FALSE,Performer,Arcade Fire
2007,Our Town,Cars,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Randy Newman
2007,Our Town,Cars,Best Song Written for Visual Media,Original Song,TRUE,Performer,James Taylor
2007,Can't Take It In,"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe",Best Song Written for Visual Media,Original Song,FALSE,Nominee,Imogen Heap
2007,Can't Take It In,"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe",Best Song Written for Visual Media,Original Song,FALSE,Performer,Imogen Heap
2007,I Need To Wake Up,An Inconvenient Truth,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Melissa Etheridge
2007,I Need To Wake Up,An Inconvenient Truth,Best Song Written for Visual Media,Original Song,FALSE,Performer,Melissa Etheridge
2007,There's Nothing Like a Show on Broadway,The Producers,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Mel Brooks
2007,There's Nothing Like a Show on Broadway,The Producers,Best Song Written for Visual Media,Original Song,FALSE,Performer,Nathan Lane
2007,There's Nothing Like a Show on Broadway,The Producers,Best Song Written for Visual Media,Original Song,FALSE,Performer,Matthew Broderick
2007,Travelin' Thru,Transamerica,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Dolly Parton
2007,Travelin' Thru,Transamerica,Best Song Written for Visual Media,Original Song,FALSE,Performer,Dolly Parton
2008,Love You I Do,Dreamgirls,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Siedah Garrett
2008,Love You I Do,Dreamgirls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Jennifer Hudson
2008,Love You I Do,Dreamgirls,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Henry Krieger
2008,You Know My Name,Casino Royale,Best Song Written for Visual Media,Original Song,FALSE,Nominee,David Arnold
2008,You Know My Name,Casino Royale,Best Song Written for Visual Media,Original Song,FALSE,Performer,Chris Cornell
2008,You Know My Name,Casino Royale,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Chris Cornell
2008,Song of the Heart,Happy Feet,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Prince
2008,Song of the Heart,Happy Feet,Best Song Written for Visual Media,Original Song,FALSE,Performer,Prince
2008,Guaranteed,Into the Wild,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Eddie Vedder
2008,Guaranteed,Into the Wild,Best Song Written for Visual Media,Original Song,FALSE,Performer,Eddie Vedder
2008,Falling Slowly,Once,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Glen Hansard
2008,Falling Slowly,Once,Best Song Written for Visual Media,Original Song,FALSE,Performer,Glen Hansard
2008,Falling Slowly,Once,Best Song Written for Visual Media,Original Song,FALSE,Performer,Markéta Irglová
2008,Falling Slowly,Once,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Markéta Irglová
2009,Down to Earth,WALL-E,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Peter Gabriel
2009,Down to Earth,WALL-E,Best Song Written for Visual Media,Original Song,TRUE,Performer,Peter Gabriel
2009,Down to Earth,WALL-E,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Thomas Newman
2009,Say,The Bucket List,Best Song Written for Visual Media,Original Song,FALSE,Nominee,John Mayer
2009,Say,The Bucket List,Best Song Written for Visual Media,Original Song,FALSE,Performer,John Mayer
2009,Ever Ever After,Enchanted,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Alan Menken
2009,Ever Ever After,Enchanted,Best Song Written for Visual Media,Original Song,FALSE,Performer,Carrie Underwood
2009,Ever Ever After,Enchanted,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Stephen Schwartz
2009,That's How You Know,Enchanted,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Alan Menken
2009,That's How You Know,Enchanted,Best Song Written for Visual Media,Original Song,FALSE,Performer,Amy Adams
2009,That's How You Know,Enchanted,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Stephen Schwartz
2009,Walk Hard,Walk Hard: The Dewey Cox Story,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Judd Apatow
2009,Walk Hard,Walk Hard: The Dewey Cox Story,Best Song Written for Visual Media,Original Song,FALSE,Performer,John C. Reilly
2009,Walk Hard,Walk Hard: The Dewey Cox Story,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Marshall Crenshaw
2009,Walk Hard,Walk Hard: The Dewey Cox Story,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jake Kasdan
2009,Walk Hard,Walk Hard: The Dewey Cox Story,Best Song Written for Visual Media,Original Song,FALSE,Nominee,John C. Reilly
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Gulzar
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Performer,A.R. Rahman
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Performer,Sukhvinder Singh
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Performer,Tanvi Shah
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Performer,Mahalaxmi Iyer
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Performer,Vijay Prakash
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Nominee,A. R. Rahman
2010,Jai Ho,Slumdog Millionaire,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Tanvi Shah
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ian Dench
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Performer,Beyoncé
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Nominee,James Dring
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Amanda Ghost
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Beyoncé Knowles
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Scott McFarnon
2010,Once in a Lifetime,Cadillac Records,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jody Street
2010,Decode,Twilight,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Josh Farro
2010,Decode,Twilight,Best Song Written for Visual Media,Original Song,FALSE,Performer,Paramore
2010,Decode,Twilight,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Hayley Williams
2010,Decode,Twilight,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Taylor York
2010,All Is Love,Where the Wild Things Are,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Karen O
2010,All Is Love,Where the Wild Things Are,Best Song Written for Visual Media,Original Song,FALSE,Performer,Karen O
2010,All Is Love,Where the Wild Things Are,Best Song Written for Visual Media,Original Song,FALSE,Performer,the Kids
2010,All Is Love,Where the Wild Things Are,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Nick Zinner
2010,The Wrestler,The Wrestler,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Bruce Springsteen
2010,The Wrestler,The Wrestler,Best Song Written for Visual Media,Original Song,FALSE,Performer,Bruce Springsteen
2011,The Weary Kind,Crazy Heart,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Ryan Bingham
2011,The Weary Kind,Crazy Heart,Best Song Written for Visual Media,Original Song,TRUE,Performer,Ryan Bingham
2011,The Weary Kind,Crazy Heart,Best Song Written for Visual Media,Original Song,TRUE,Nominee,T Bone Burnett
2011,I See You,Avatar,Best Song Written for Visual Media,Original Song,FALSE,Nominee,James Horner
2011,I See You,Avatar,Best Song Written for Visual Media,Original Song,FALSE,Performer,Leona Lewis
2011,I See You,Avatar,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Simon Franglen
2011,I See You,Avatar,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Thaddis Harrell
2011,Down in New Orleans,The Princess and the Frog,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Randy Newman
2011,Down in New Orleans,The Princess and the Frog,Best Song Written for Visual Media,Original Song,FALSE,Performer,Dr. John
2011,This City,Treme,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Steve Earle
2011,This City,Treme,Best Song Written for Visual Media,Original Song,FALSE,Performer,Steve Earle
2011,Kiss Like Your Kiss,True Blood,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Lucinda Williams
2011,Kiss Like Your Kiss,True Blood,Best Song Written for Visual Media,Original Song,FALSE,Performer,Lucinda Williams
2011,Kiss Like Your Kiss,True Blood,Best Song Written for Visual Media,Original Song,FALSE,Performer,Elvis Costello
2012,I See the Light,Tangled,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Alan Menken
2012,I See the Light,Tangled,Best Song Written for Visual Media,Original Song,TRUE,Performer,Mandy Moore
2012,I See the Light,Tangled,Best Song Written for Visual Media,Original Song,TRUE,Performer,Zachary Levi
2012,I See the Light,Tangled,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Glenn Slater
2012,You Haven't Seen the Last of Me,Burlesque,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Diane Warren
2012,You Haven't Seen the Last of Me,Burlesque,Best Song Written for Visual Media,Original Song,FALSE,Performer,Cher
2012,Christmastime Is Killing Us,Family Guy,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ron Jones
2012,Christmastime Is Killing Us,Family Guy,Best Song Written for Visual Media,Original Song,FALSE,Performer,Bruce McGill
2012,Christmastime Is Killing Us,Family Guy,Best Song Written for Visual Media,Original Song,FALSE,Performer,Seth MacFarlane
2012,Christmastime Is Killing Us,Family Guy,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Seth MacFarlane
2012,Christmastime Is Killing Us,Family Guy,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Danny Smith
2012,Where the River Goes,Footloose,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Zac Brown
2012,Where the River Goes,Footloose,Best Song Written for Visual Media,Original Song,FALSE,Performer,Zac Brown
2012,Where the River Goes,Footloose,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Wyatt Durrette
2012,Where the River Goes,Footloose,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Drew Pearson
2012,Where the River Goes,Footloose,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Anne Preven
2012,Born to Be Somebody,Justin Bieber: Never Say Never,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Diane Warren
2012,Born to Be Somebody,Justin Bieber: Never Say Never,Best Song Written for Visual Media,Original Song,FALSE,Performer,Justin Bieber
2012,So Long,Winnie The Pooh,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Zooey Deschanel
2012,So Long,Winnie The Pooh,Best Song Written for Visual Media,Original Song,FALSE,Performer,Zooey Deschanel
2012,So Long,Winnie The Pooh,Best Song Written for Visual Media,Original Song,FALSE,Performer,M. Ward
2013,Safe & Sound,The Hunger Games,Best Song Written for Visual Media,Original Song,TRUE,Nominee,T Bone Burnett
2013,Safe & Sound,The Hunger Games,Best Song Written for Visual Media,Original Song,TRUE,Performer,Taylor Swift featuring The Civil Wars
2013,Safe & Sound,The Hunger Games,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Taylor Swift
2013,Safe & Sound,The Hunger Games,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Joy Williams
2013,Safe & Sound,The Hunger Games,Best Song Written for Visual Media,Original Song,TRUE,Nominee,John Paul White
2013,Learn Me Right,Brave,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Mumford
2013,Learn Me Right,Brave,Best Song Written for Visual Media,Original Song,FALSE,Performer,Birdy
2013,Learn Me Right,Brave,Best Song Written for Visual Media,Original Song,FALSE,Performer,Mumford
2013,Learn Me Right,Brave,Best Song Written for Visual Media,Original Song,FALSE,Performer,Sons
2013,Learn Me Right,Brave,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sons
2013,Abraham's Daughter,The Hunger Games,Best Song Written for Visual Media,Original Song,FALSE,Nominee,T Bone Burnett
2013,Abraham's Daughter,The Hunger Games,Best Song Written for Visual Media,Original Song,FALSE,Performer,Arcade Fire
2013,Abraham's Daughter,The Hunger Games,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Win Butler
2013,Abraham's Daughter,The Hunger Games,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Regine Chassagne
2013,Man or Muppet,The Muppets,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Bret McKenzie
2013,Man or Muppet,The Muppets,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jason Segel
2013,Man or Muppet,The Muppets,Best Song Written for Visual Media,Original Song,FALSE,Performer,Walter
2013,Let Me Be Your Star,Smash,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Marc Shaiman
2013,Let Me Be Your Star,Smash,Best Song Written for Visual Media,Original Song,FALSE,Performer,Katharine McPhee
2013,Let Me Be Your Star,Smash,Best Song Written for Visual Media,Original Song,FALSE,Performer,Megan Hilty
2013,Let Me Be Your Star,Smash,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Scott Wittman
2014,Skyfall,Skyfall,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Adele Adkins
2014,Skyfall,Skyfall,Best Song Written for Visual Media,Original Song,TRUE,Performer,Adele
2014,Skyfall,Skyfall,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Paul Epworth
2014,Young and Beautiful,The Great Gatsby,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Elizabeth Grant
2014,Young and Beautiful,The Great Gatsby,Best Song Written for Visual Media,Original Song,FALSE,Performer,Lana Del Rey
2014,Young and Beautiful,The Great Gatsby,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Rick Nowels
2014,Atlas,The Hunger Games: Catching Fire,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Guy Berryman
2014,Atlas,The Hunger Games: Catching Fire,Best Song Written for Visual Media,Original Song,FALSE,Performer,Coldplay
2014,Atlas,The Hunger Games: Catching Fire,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jonny Buckland
2014,Atlas,The Hunger Games: Catching Fire,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Will Champion
2014,Atlas,The Hunger Games: Catching Fire,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Chris Martin
2014,You've Got Time,Orange Is the New Black,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Regina Spektor
2014,You've Got Time,Orange Is the New Black,Best Song Written for Visual Media,Original Song,FALSE,Performer,Regina Spektor
2014,We Both Know,Safe Haven,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Colbie Caillat
2014,We Both Know,Safe Haven,Best Song Written for Visual Media,Original Song,FALSE,Performer,Colbie Caillat
2014,We Both Know,Safe Haven,Best Song Written for Visual Media,Original Song,FALSE,Performer,Gavin DeGraw
2014,We Both Know,Safe Haven,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Gavin DeGraw
2014,Silver Lining (Crazy 'Bout You),Silver Linings Playbook,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Diane Warren
2014,Silver Lining (Crazy 'Bout You),Silver Linings Playbook,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jessie J
2015,Let It Go,Frozen,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Kristen Anderson-Lopez
2015,Let It Go,Frozen,Best Song Written for Visual Media,Original Song,TRUE,Performer,Idina Menzel
2015,Let It Go,Frozen,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Robert Lopez
2015,I'm Not Gonna Miss You,Glen Campbell: I'll Be Me,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Glen Campbell
2015,I'm Not Gonna Miss You,Glen Campbell: I'll Be Me,Best Song Written for Visual Media,Original Song,FALSE,Performer,Glen Campbell
2015,I'm Not Gonna Miss You,Glen Campbell: I'll Be Me,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Julian Raymond
2015,The Moon Song,Her,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Spike Jonze
2015,The Moon Song,Her,Best Song Written for Visual Media,Original Song,FALSE,Performer,Scarlett Johansson
2015,The Moon Song,Her,Best Song Written for Visual Media,Original Song,FALSE,Performer,Joaquin Phoenix
2015,The Moon Song,Her,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Karen O
2015,I See Fire,The Hobbit: The Desolation of Smaug,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ed Sheeran
2015,I See Fire,The Hobbit: The Desolation of Smaug,Best Song Written for Visual Media,Original Song,FALSE,Performer,Ed Sheeran
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Andy Samberg
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Performer,Tegan
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Performer,Sara
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Performer,The Lonely Island
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Akiva Schaffer
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jorma Taccone
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Joshua Bartholomew
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Lisa Harriton
2015,Everything Is Awesome,The Lego Movie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Shawn Patterson
2016,Glory,Selma,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Common
2016,Glory,Selma,Best Song Written for Visual Media,Original Song,TRUE,Performer,Common
2016,Glory,Selma,Best Song Written for Visual Media,Original Song,TRUE,Performer,John Legend
2016,Glory,Selma,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Che Smith
2016,Glory,Selma,Best Song Written for Visual Media,Original Song,TRUE,Nominee,John Legend
2016,Earned It,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Belly
2016,Earned It,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Performer,The Weeknd
2016,Earned It,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Deheala
2016,Earned It,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Stephan Moccio
2016,Earned It,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Abel Tesfaye
2016,Love Me like You Do,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ilya
2016,Love Me like You Do,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Performer,Ellie Goulding
2016,Love Me like You Do,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Savan Kotecha
2016,Love Me like You Do,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Max Martin
2016,Love Me like You Do,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Tove Lo
2016,Love Me like You Do,Fifty Shades of Grey,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ali Payami
2016,See You Again,Furious 7,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Andrew Cedar
2016,See You Again,Furious 7,Best Song Written for Visual Media,Original Song,FALSE,Performer,Wiz Khalifa featuring Charlie Puth
2016,See You Again,Furious 7,Best Song Written for Visual Media,Original Song,FALSE,Nominee,DJ Frank E
2016,See You Again,Furious 7,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Wiz Khalifa
2016,See You Again,Furious 7,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Charlie Puth
2016,Til It Happens to You,The Hunting Ground,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Lady Gaga
2016,Til It Happens to You,The Hunting Ground,Best Song Written for Visual Media,Original Song,FALSE,Performer,Lady Gaga
2016,Til It Happens to You,The Hunting Ground,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Diane Warren
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Max Martin
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Justin Timberlake
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Anna Kendrick
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Gwen Stefani
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,James Corden
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Zooey Deschanel
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Walt Dohrn
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Ron Funches
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Caroline Hjelt
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Aino Jawo
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Christopher Mintz-Plasse
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Performer,Kunal Nayyar
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Shellback
2017,Can't Stop the Feeling!,Trolls,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Justin Timberlake
2017,Just Like Fire,Alice Through the Looking Glass,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Oscar Holter
2017,Just Like Fire,Alice Through the Looking Glass,Best Song Written for Visual Media,Original Song,FALSE,Performer,P!nk
2017,Just Like Fire,Alice Through the Looking Glass,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Max Martin
2017,Just Like Fire,Alice Through the Looking Glass,Best Song Written for Visual Media,Original Song,FALSE,Nominee,P!nk
2017,Just Like Fire,Alice Through the Looking Glass,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Shellback
2017,The Veil,Snowden,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Peter Gabriel
2017,The Veil,Snowden,Best Song Written for Visual Media,Original Song,FALSE,Performer,Peter Gabriel
2017,Heathens,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Tyler Joseph
2017,Heathens,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Performer,twenty øne piløts
2017,Purple Lamborghini,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Shamann Cooke
2017,Purple Lamborghini,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Performer,Skrillex
2017,Purple Lamborghini,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Performer,Rick Ross
2017,Purple Lamborghini,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sonny Moore
2017,Purple Lamborghini,Suicide Squad,Best Song Written for Visual Media,Original Song,FALSE,Nominee,William Roberts
2017,Try Everything,Zootopia,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sia Furler
