Year,Song,Film,Category,Concordance,Won,Role,Nominee
2017,Try Everything,Zootopia,Best Song Written for Visual Media,Original Song,FALSE,Performer,Shakira
2017,Try Everything,Zootopia,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Stargate
2018,How Far I'll Go,Moana,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Lin-Manuel Miranda
2018,How Far I'll Go,Moana,Best Song Written for Visual Media,Original Song,TRUE,Performer,Auli'i Cravalho
2018,I Don't Wanna Live Forever,Fifty Shades Darker,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jack Antonoff
2018,I Don't Wanna Live Forever,Fifty Shades Darker,Best Song Written for Visual Media,Original Song,FALSE,Performer,ZAYN
2018,I Don't Wanna Live Forever,Fifty Shades Darker,Best Song Written for Visual Media,Original Song,FALSE,Performer,Taylor Swift
2018,I Don't Wanna Live Forever,Fifty Shades Darker,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sam Dew
2018,I Don't Wanna Live Forever,Fifty Shades Darker,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Taylor Swift
2018,City of Stars,La La Land,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Justin Hurwitz
2018,City of Stars,La La Land,Best Song Written for Visual Media,Original Song,FALSE,Performer,Ryan Gosling
2018,City of Stars,La La Land,Best Song Written for Visual Media,Original Song,FALSE,Performer,Emma Stone
2018,City of Stars,La La Land,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Benj Pasek
2018,City of Stars,La La Land,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Justin Paul
2018,Never Give Up,Lion,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Greg Kurstin
2018,Never Give Up,Lion,Best Song Written for Visual Media,Original Song,FALSE,Performer,Sia
2018,Never Give Up,Lion,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sia Furler
2018,Stand Up for Something,Marshall,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Common
2018,Stand Up for Something,Marshall,Best Song Written for Visual Media,Original Song,FALSE,Performer,Andra Day featuring Common
2018,Stand Up for Something,Marshall,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Diane Warren
2019,Shallow,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Lady Gaga
2019,Shallow,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Performer,Lady Gaga
2019,Shallow,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Performer,Bradley Cooper
2019,Shallow,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Mark Ronson
2019,Shallow,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Anthony Rossomando
2019,Shallow,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Andrew Wyatt
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Kendrick Duckworth
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Performer,Kendrick Lamar
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Performer,SZA
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Solána Rowe
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Alexander William Shuckburgh
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Mark Anthony Spears
2019,All the Stars,Black Panther,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Anthony Tiffith
2019,Mystery of Love,Call Me by Your Name,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sufjan Stevens
2019,Mystery of Love,Call Me by Your Name,Best Song Written for Visual Media,Original Song,FALSE,Performer,Sufjan Stevens
2019,Remember Me,Coco,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Kristen Anderson-Lopez
2019,Remember Me,Coco,Best Song Written for Visual Media,Original Song,FALSE,Performer,Miguel
2019,Remember Me,Coco,Best Song Written for Visual Media,Original Song,FALSE,Performer,Natalia Lafourcade
2019,Remember Me,Coco,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Robert Lopez
2019,This Is Me,The Greatest Showman,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Benj Pasek
2019,This Is Me,The Greatest Showman,Best Song Written for Visual Media,Original Song,FALSE,Performer,Keala Settle
2019,This Is Me,The Greatest Showman,Best Song Written for Visual Media,Original Song,FALSE,Performer,The Greatest Showman Ensemble
2019,This Is Me,The Greatest Showman,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Justin Paul
2020,I'll Never Love Again,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Lady Gaga
2020,I'll Never Love Again,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Performer,Lady Gaga
2020,I'll Never Love Again,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Performer,Bradley Cooper
2020,I'll Never Love Again,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Natalie Hemby
2020,I'll Never Love Again,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Hillary Lindsey
2020,I'll Never Love Again,A Star Is Born,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Aaron Raitiere
2020,Girl in the Movies,Dumplin',Best Song Written for Visual Media,Original Song,FALSE,Nominee,Dolly Parton
2020,Girl in the Movies,Dumplin',Best Song Written for Visual Media,Original Song,FALSE,Performer,Dolly Parton
2020,Girl in the Movies,Dumplin',Best Song Written for Visual Media,Original Song,FALSE,Nominee,Linda Perry
2020,Spirit,The Lion King,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Beyoncé Knowles-Carter
2020,Spirit,The Lion King,Best Song Written for Visual Media,Original Song,FALSE,Performer,Beyoncé
2020,Spirit,The Lion King,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Timothy McKenzie
2020,Spirit,The Lion King,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ilya Salmanzadeh
2020,Suspirium,Suspiria,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Thom Yorke
2020,Suspirium,Suspiria,Best Song Written for Visual Media,Original Song,FALSE,Performer,Thom Yorke
2020,The Ballad of the Lonesome Cowboy,Toy Story 4,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Randy Newman
2020,The Ballad of the Lonesome Cowboy,Toy Story 4,Best Song Written for Visual Media,Original Song,FALSE,Performer,Chris Stapleton
2021,No Time to Die,No Time to Die,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Billie Eilish O'Connell
2021,No Time to Die,No Time to Die,Best Song Written for Visual Media,Original Song,TRUE,Performer,Billie Eilish
2021,No Time to Die,No Time to Die,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Finneas O'Connell
2021,Beautiful Ghosts,Cats,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Andrew Lloyd Webber
2021,Beautiful Ghosts,Cats,Best Song Written for Visual Media,Original Song,FALSE,Performer,Taylor Swift
2021,Beautiful Ghosts,Cats,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Taylor Swift
2021,Into the Unknown,Frozen II,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Kristen Anderson-Lopez
2021,Into the Unknown,Frozen II,Best Song Written for Visual Media,Original Song,FALSE,Performer,Idina Menzel
2021,Into the Unknown,Frozen II,Best Song Written for Visual Media,Original Song,FALSE,Performer,AURORA
2021,Into the Unknown,Frozen II,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Robert Lopez
2021,Stand Up,Harriet,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Joshuah Brian Campbell
2021,Stand Up,Harriet,Best Song Written for Visual Media,Original Song,FALSE,Performer,Cynthia Erivo
2021,Stand Up,Harriet,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Cynthia Erivo
2021,Carried Me With You,Onward,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Brandi Carlile
2021,Carried Me With You,Onward,Best Song Written for Visual Media,Original Song,FALSE,Performer,Brandi Carlile
2021,Carried Me With You,Onward,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Phil
2021,Carried Me With You,Onward,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Tim Hanseroth
2022,All Eyes on Me,Bo Burnham: Inside,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Bo Burnham
2022,All Eyes on Me,Bo Burnham: Inside,Best Song Written for Visual Media,Original Song,TRUE,Performer,Bo Burnham
2022,Fight for You,Judas and the Black Messiah,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Dernst Emile II
2022,Fight for You,Judas and the Black Messiah,Best Song Written for Visual Media,Original Song,FALSE,Performer,H.E.R.
2022,Fight for You,Judas and the Black Messiah,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Gabriella Wilson
2022,Fight for You,Judas and the Black Messiah,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Tiara Thomas
2022,Speak Now,One Night in Miami...,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Sam Ashworth
2022,Speak Now,One Night in Miami...,Best Song Written for Visual Media,Original Song,FALSE,Performer,Leslie Odom Jr.
2022,Speak Now,One Night in Miami...,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Leslie Odom Jr.
2022,All I Know So Far,P!NK: All I Know So Far,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Alecia Moore
2022,All I Know So Far,P!NK: All I Know So Far,Best Song Written for Visual Media,Original Song,FALSE,Performer,P!nk
2022,All I Know So Far,P!NK: All I Know So Far,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Benj Pasek
2022,All I Know So Far,P!NK: All I Know So Far,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Justin Paul
2022,Here I Am (Singing My Way Home),Respect,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jamie Hartman
2022,Here I Am (Singing My Way Home),Respect,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jennifer Hudson
2022,Here I Am (Singing My Way Home),Respect,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jennifer Hudson
2022,Here I Am (Singing My Way Home),Respect,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Carole Klein
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Kristen Anderson-Lopez
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Performer,Kristen Anderson-Lopez
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Performer,Robert Lopez featuring Kathryn Hahn
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Performer,Eric Bradley
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Performer,Greg Whipple
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jasper Randall
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Performer,Gerald White
2022,Agatha All Along,WandaVision,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Robert Lopez
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Lin-Manuel Miranda
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Carolina Gaitán
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Mauro Castillo
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Adassa
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Rhenzy Feliz
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Diane Guerrero
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Stephanie Beatriz
2023,We Don't Talk About Bruno,Encanto,Best Song Written for Visual Media,Original Song,TRUE,Performer,Encanto Cast
2023,Be Alive,King Richard,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Beyoncé Knowles-Carter
2023,Be Alive,King Richard,Best Song Written for Visual Media,Original Song,FALSE,Performer,Beyoncé
2023,Be Alive,King Richard,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Darius Scott Dixson
2023,Hold My Hand,Top Gun: Maverick,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Michael Tucker
2023,Hold My Hand,Top Gun: Maverick,Best Song Written for Visual Media,Original Song,FALSE,Performer,Lady Gaga
2023,Hold My Hand,Top Gun: Maverick,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Stefani Germanotta
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Billie Eilish O'Connell
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Performer,4*Town
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jordan Fisher
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Performer,Finneas O'Connell
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Performer,Josh Levi
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Performer,Topher Ngo
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Performer,Grayson Villanueva
2023,Nobody Like U,Turning Red,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Finneas O'Connell
2023,Carolina,Where the Crawdads Sing,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Taylor Swift
2023,Carolina,Where the Crawdads Sing,Best Song Written for Visual Media,Original Song,FALSE,Performer,Taylor Swift
2023,Keep Rising (The Woman King),The Woman King,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Angélique Kidjo
2023,Keep Rising (The Woman King),The Woman King,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jessy Wilson featuring Angélique Kidjo
2023,Keep Rising (The Woman King),The Woman King,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jeremy Lutito
2023,Keep Rising (The Woman King),The Woman King,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jessy Wilson
2024,What Was I Made For?,Barbie,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Billie Eilish O'Connell
2024,What Was I Made For?,Barbie,Best Song Written for Visual Media,Original Song,TRUE,Performer,Billie Eilish
2024,What Was I Made For?,Barbie,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Finneas O'Connell
2024,Barbie World,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Isis Naija Gaston
2024,Barbie World,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Performer,Nicki Minaj
2024,Barbie World,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Performer,Ice Spice featuring Aqua
2024,Barbie World,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ephrem Louis Lopez Jr.
2024,Barbie World,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Onika Maraj
2024,Dance the Night,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Caroline Ailin
2024,Dance the Night,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Performer,Dua Lipa
2024,Dance the Night,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Dua Lipa
2024,Dance the Night,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Mark Ronson
2024,Dance the Night,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Andrew Wyatt
2024,I'm Just Ken,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Mark Ronson
2024,I'm Just Ken,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Performer,Ryan Gosling
2024,I'm Just Ken,Barbie,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Andrew Wyatt
2024,Lift Me Up,Black Panther: Wakanda Forever,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ryan Coogler
2024,Lift Me Up,Black Panther: Wakanda Forever,Best Song Written for Visual Media,Original Song,FALSE,Performer,Rihanna
2024,Lift Me Up,Black Panther: Wakanda Forever,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Ludwig Göransson
2024,Lift Me Up,Black Panther: Wakanda Forever,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Robyn Fenty
2024,Lift Me Up,Black Panther: Wakanda Forever,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Temilade Openiyi
2025,It Never Went Away,American Symphony,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Jon Batiste
2025,It Never Went Away,American Symphony,Best Song Written for Visual Media,Original Song,TRUE,Nominee,Dan Wilson
2025,It Never Went Away,American Symphony,Best Song Written for Visual Media,Original Song,TRUE,Performer,Jon Batiste
2025,Ain't No Love in Oklahoma,Twisters,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Jessie Alexander
2025,Ain't No Love in Oklahoma,Twisters,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Luke Combs
2025,Ain't No Love in Oklahoma,Twisters,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Johnathan Singleton
2025,Ain't No Love in Oklahoma,Twisters,Best Song Written for Visual Media,Original Song,FALSE,Performer,Luke Combs
2025,Better Place,Trolls Band Together,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Amy Allen
2025,Better Place,Trolls Band Together,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Shellback
2025,Better Place,Trolls Band Together,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Justin Timberlake
2025,Better Place,Trolls Band Together,Best Song Written for Visual Media,Original Song,FALSE,Performer,*NSYNC
2025,Can't Catch Me Now,The Hunger Games: The Ballad of Songbirds & Snakes,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Dan Nigro
2025,Can't Catch Me Now,The Hunger Games: The Ballad of Songbirds & Snakes,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Olivia Rodrigo
2025,Can't Catch Me Now,The Hunger Games: The Ballad of Songbirds & Snakes,Best Song Written for Visual Media,Original Song,FALSE,Performer,Olivia Rodrigo
2025,Love Will Survive,The Tattooist of Auschwitz,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Walter Afanasieff
2025,Love Will Survive,The Tattooist of Auschwitz,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Charlie Midnight
2025,Love Will Survive,The Tattooist of Auschwitz,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Kara Talve
2025,Love Will Survive,The Tattooist of Auschwitz,Best Song Written for Visual Media,Original Song,FALSE,Nominee,Hans Zimmer
2025,Love Will Survive,The Tattooist of Auschwitz,Best Song Written for Visual Media,Original Song,FALSE,Performer,Barbra Streisand
2024,,Dune: Part Two,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Hans Zimmer
2024,,American Fiction,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Laura Karpman
2024,,Challengers,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Trent Reznor
2024,,Challengers,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Atticus Ross
2024,,The Color Purple,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Kris Bowers
2024,,Shōgun,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Nick Chuba
2024,,Shōgun,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Atticus Ross
2024,,Shōgun,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Leopold Ross
2023,,Oppenheimer,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Ludwig Göransson
2023,,Barbie,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Mark Ronson
2023,,Barbie,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Andrew Wyatt
2023,,Black Panther: Wakanda Forever,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ludwig Göransson
2023,,The Fabelmans,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2023,,Indiana Jones and the Dial of Destiny,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2022,,Encanto,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Germaine Franco
2022,,The Batman,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Michael Giacchino
2022,,No Time to Die,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2022,,The Power of the Dog,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Jonny Greenwood
2022,,Succession: Season 3,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Nicholas Britell
2021,,Bridgerton,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Kris Bowers
2021,,Dune,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2021,,The Mandalorian: Season 2 - Vol. 2 (Chapters 13–16),Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ludwig Göransson
2021,,The Queen's Gambit,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Carlos Rafael Rivera
2021,,Soul,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Jon Batiste
2021,,Soul,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Trent Reznor
2021,,Soul,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Atticus Ross
2020,,Joker,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Hildur Guðnadóttir
2020,,1917,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Thomas Newman
2020,,Ad Astra,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Max Richter
2020,,Becoming,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Kamasi Washington
2020,,Star Wars: The Rise of Skywalker,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2019,,Chernobyl,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Hildur Guðnadóttir
2019,,Avengers: Endgame,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alan Silvestri
2019,,Game of Thrones: Season 8,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ramin Djawadi
2019,,The Lion King,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2019,,Mary Poppins Returns,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Marc Shaiman
2018,,Black Panther,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Ludwig Göransson
2018,,Blade Runner 2049,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Benjamin Wallfisch
2018,,Blade Runner 2049,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2018,,Coco,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Michael Giacchino
2018,,The Shape of Water,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alexandre Desplat
2018,,Star Wars: The Last Jedi,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2017,,La La Land,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Justin Hurwitz
2017,,Arrival,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Jóhann Jóhannsson
2017,,Dunkirk,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2017,,Game of Thrones: Season 7,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ramin Djawadi
2017,,Hidden Figures,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Benjamin Wallfisch
2017,,Hidden Figures,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Pharrell Williams
2017,,Hidden Figures,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2016,,Star Wars: The Force Awakens,Best Score Soundtrack for Visual Media,Original Score,TRUE,,John Williams
2016,,Bridge of Spies,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Thomas Newman
2016,,The Hateful Eight,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ennio Morricone
2016,,The Revenant,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alva Noto
2016,,The Revenant,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ryuichi Sakamoto
2016,,"Stranger Things, Vol. 1",Best Score Soundtrack for Visual Media,Original Score,FALSE,,Kyle Dixon
2016,,"Stranger Things, Vol. 1",Best Score Soundtrack for Visual Media,Original Score,FALSE,,Michael Stein
2016,,"Stranger Things, Vol. 2",Best Score Soundtrack for Visual Media,Original Score,FALSE,,Kyle Dixon
2016,,"Stranger Things, Vol. 2",Best Score Soundtrack for Visual Media,Original Score,FALSE,,Michael Stein
2015,,Birdman,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Antonio Sánchez
2015,,The Imitation Game,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alexandre Desplat
2015,,Interstellar,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2015,,The Theory of Everything,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Jóhann Jóhannsson
2015,,Whiplash,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Justin Hurwitz
2014,,The Grand Budapest Hotel,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Alexandre Desplat
2014,,Frozen,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Christophe Beck
2014,,Gone Girl,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Trent Reznor
2014,,Gone Girl,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Atticus Ross
2014,,Gravity,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Steven Price
2014,,Saving Mr. Banks,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Thomas Newman
2013,,Skyfall,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Thomas Newman
2013,,Argo,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alexandre Desplat
2013,,The Great Gatsby,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Craig Armstrong
2013,,Life of Pi,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Mychael Danna
2013,,Lincoln,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2013,,Zero Dark Thirty,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alexandre Desplat
2012,,The Girl with the Dragon Tattoo,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Trent Reznor
2012,,The Girl with the Dragon Tattoo,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Atticus Ross
2012,,The Adventures of Tintin,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2012,,The Artist,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ludovic Bource
2012,,The Dark Knight Rises,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2012,,Hugo,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Howard Shore
2012,,Journey,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Austin Wintory
2011,,The King's Speech,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Alexandre Desplat
2011,,Black Swan,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Clint Mansell
2011,,Harry Potter and the Deathly Hallows - Part 2,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alexandre Desplat
2011,,The Shrine,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ryan Shore
2011,,Tron: Legacy,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Daft Punk
2010,,Toy Story 3,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Randy Newman
2010,,Alice in Wonderland,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Danny Elfman
2010,,Avatar,Best Score Soundtrack for Visual Media,Original Score,FALSE,,James Horner
2010,,Inception,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
