Year,Category,Concordance,Film,Film_Original,Country,Nominee,Won,Role,Adapted from,Character
2021,Best Costume Design,Costuming,Cruella,,,Jenny Beavan,TRUE,,,
2021,Best Direction,Director,After Love,,,Aleem Khan,FALSE,,,
2021,Best Direction,Director,The Power of the Dog,,,Jane Campion,TRUE,,,
2021,Best Direction,Director,Licorice Pizza,,,Paul Thomas Anderson,FALSE,,,
2021,Best Direction,Director,Happening,,,Audrey Diwan,FALSE,,,
2021,Best Direction,Director,Titane,,,Julia Ducournau,FALSE,,,
2021,Best Direction,Director,Drive My Car,,,Ryusuke Hamaguchi,FALSE,,,
2021,Best Documentary,Documentary Film,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,,"Ahmir ""Questlove"" Thompson",TRUE,,,
2021,Best Documentary,Documentary Film,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,,David Dinerstein,TRUE,,,
2021,Best Documentary,Documentary Film,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,,Robert Fyvolent,TRUE,,,
2021,Best Documentary,Documentary Film,The Rescue,,,John Battsek,FALSE,,,
2021,Best Documentary,Documentary Film,The Rescue,,,P. J. van Sandwijk,FALSE,,,
2021,Best Documentary,Documentary Film,Becoming Cousteau,,,Dan Cogan,FALSE,,,
2021,Best Documentary,Documentary Film,Cow,,,Andrea Arnold,FALSE,,,
2021,Best Documentary,Documentary Film,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,,Joseph Patel,TRUE,,,
2021,Best Documentary,Documentary Film,Becoming Cousteau,,,Liz Garbus,FALSE,,,
2021,Best Documentary,Documentary Film,Flee,,,Monica Hellström,FALSE,,,
2021,Best Documentary,Documentary Film,The Rescue,,,Elizabeth Chai Vasarhelyi,FALSE,,,
2021,Best Documentary,Documentary Film,Cow,,,Kat Mansoor,FALSE,,,
2021,Best Documentary,Documentary Film,Flee,,,Jonas Poher Rasmussen,FALSE,,,
2021,Best Documentary,Documentary Film,The Rescue,,,Jimmy Chin,FALSE,,,
2021,Best Editing,Film Editing,No Time to Die,,,Elliot Graham,TRUE,,,
2021,Best Editing,Film Editing,Belfast,,,Úna Ní Dhonghaíle,FALSE,,,
2021,Best Editing,Film Editing,Dune,,,Joe Walker,FALSE,,,
2021,Best Editing,Film Editing,No Time to Die,,,Tom Cross,TRUE,,,
2021,Best Editing,Film Editing,Summer of Soul,,,Joshua L. Pearson,FALSE,,,
2021,Best Editing,Film Editing,Licorice Pizza,,,Andy Jurgensen,FALSE,,,
2021,Best Film,Live-Action Feature-Length Film,The Power of the Dog,,"Australia
New Zealand
United States
United Kingdom
Canada",Jane Campion,TRUE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,The Power of the Dog,,"Australia
New Zealand
United States
United Kingdom
Canada",Iain Canning,TRUE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,The Power of the Dog,,"Australia
New Zealand
United States
United Kingdom
Canada",Roger Frappier,TRUE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,The Power of the Dog,,"Australia
New Zealand
United States
United Kingdom
Canada",Tanya Seghatchian,TRUE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,The Power of the Dog,,"Australia
New Zealand
United States
United Kingdom
Canada",Emile Sherman,TRUE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Belfast,,United Kingdom,Laura Berwick,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Belfast,,United Kingdom,Kenneth Branagh,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Belfast,,United Kingdom,Becca Kovacik,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Belfast,,United Kingdom,Tamar Thomas,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Don't Look Up,,United States,Adam McKay,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Don't Look Up,,United States,Kevin Messick,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Dune,,United States,Mary Parent,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Dune,,United States,Cayle Boyter,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Dune,,United States,Denis Villeneuve,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Licorice Pizza,,"United States
Canada",Sara Murphy,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Licorice Pizza,,"United States
Canada",Paul Thomas Anderson,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,Licorice Pizza,,"United States
Canada",Adam Somner,FALSE,Producer,,
2021,Best Film,Live-Action Feature-Length Film,The Power of the Dog,,"Australia
New Zealand
United States
United Kingdom
Canada",Jane Campion,TRUE,Director,,
2021,Best Film,Live-Action Feature-Length Film,Belfast,,United Kingdom,Kenneth Branagh,FALSE,Director,,
2021,Best Film,Live-Action Feature-Length Film,Don't Look Up,,United States,Adam McKay,FALSE,Director,,
2021,Best Film,Live-Action Feature-Length Film,Dune,,United States,Denis Villeneuve,FALSE,Director,,
2021,Best Film,Live-Action Feature-Length Film,Licorice Pizza,,"United States
Canada",Paul Thomas Anderson,FALSE,Director,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Tsuyoshi Gorô,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Misaki Kawamura,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Parallel Mothers,Madres paralelas,Spain Spain,Agustín Almodóvar,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Parallel Mothers,Madres paralelas,Spain Spain,Esther García,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Petite Maman,Céline Sciamma,,France France,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,The Worst Person in the World,Verdens verste menneske,Norway Norway,Andrea Berentsen Ottmar,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Osamu Kubota,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Sachio Matsushita,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Yoshito Nakabe,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Keiji Okumura,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Jin Suzuki,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Akihisa Yamamoto,TRUE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,The Hand of God,È stata la mano di Dio,Italy Italy,Paolo Sorrentino,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,The Hand of God,È stata la mano di Dio,Italy Italy,Lorenzo Mieli,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Parallel Mothers,Madres paralelas,Spain Spain,Pedro Almodóvar,FALSE,Producer,,
2021,Best Film Not in the English Language,Foreign Film,Drive My Car,ドライブ・マイ・カー,Japan Japan,Ryusuke Hamaguchi,TRUE,Director,,
2021,Best Film Not in the English Language,Foreign Film,The Hand of God,È stata la mano di Dio,Italy Italy,Paolo Sorrentino,FALSE,Director,,
2021,Best Film Not in the English Language,Foreign Film,Parallel Mothers,Madres paralelas,Spain Spain,Pedro Almodóvar,FALSE,Director,,
2021,Best Film Not in the English Language,Foreign Film,Petite Maman,Céline Sciamma,,Bénédicte Couvreur,FALSE,Director,,
2021,Best Film Not in the English Language,Foreign Film,The Worst Person in the World,Verdens verste menneske,Norway Norway,Joachim Trier,FALSE,Director,,
2021,Best Film Not in the English Language,Foreign Film,The Worst Person in the World,Verdens verste menneske,Norway Norway,Thomas Robsahm,FALSE,Producer,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,The Eyes of Tammy Faye,,,Linda Dowds,TRUE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,Cruella,,,Naomi Donne,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,Dune,,,Love Larson,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,House of Gucci,,,Frederic Aspiras,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,The Eyes of Tammy Faye,,,Stephanie Ingram,TRUE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,The Eyes of Tammy Faye,,,Justin Raleigh,TRUE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,Cruella,,,Nadia Stacey,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,Cyrano,,,Siân Miller,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,Dune,,,Donald Mowat,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,House of Gucci,,,Jana Carboni,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,House of Gucci,,,Giuliano Mariano,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,House of Gucci,,,Sarah Nicole Tanno,FALSE,,,
2021,Best Make-up and Hair,Make-Up & Hairstyling,Cyrano,,,Alessandro Bertolazzi,FALSE,,,
2021,Best Original Music,Original Score,Dune,,,Hans Zimmer,TRUE,,,
2021,Best Original Music,Original Score,Being the Ricardos,,,Daniel Pemberton,FALSE,,,
2021,Best Original Music,Original Score,Don't Look Up,,,Nicholas Britell,FALSE,,,
2021,Best Original Music,Original Score,The French Dispatch,,,Alexandre Desplat,FALSE,,,
2021,Best Original Music,Original Score,The Power of the Dog,,,Jonny Greenwood,FALSE,,,
2021,Best Original Screenplay,Screenplay (Original),Licorice Pizza,,,Paul Thomas Anderson,TRUE,,,
2021,Best Original Screenplay,Screenplay (Original),Belfast,,,Kenneth Branagh,FALSE,,,
2021,Best Original Screenplay,Screenplay (Original),Don't Look Up,,,Adam McKay,FALSE,,,
2021,Best Original Screenplay,Screenplay (Original),King Richard,,,Zach Baylin,FALSE,,,
2021,Best Original Screenplay,Screenplay (Original),Being the Ricardos,,,Aaron Sorkin,FALSE,,,
2021,Best Production Design,Art Direction,Dune,,,Patrice Vermette,TRUE,,,
2021,Best Production Design,Art Direction,Cyrano,,,Sarah Greenwood,FALSE,,,
2021,Best Production Design,Art Direction,The French Dispatch,,,Adam Stockhausen,FALSE,,,
2021,Best Production Design,Art Direction,Nightmare Alley,,,Tamara Deverell,FALSE,,,
2021,Best Production Design,Art Direction,West Side Story,,,Adam Stockhausen,FALSE,,,
2021,Best Production Design,Art Direction,Dune,,,Zsuzsanna Sipos,TRUE,,,
2021,Best Production Design,Art Direction,Cyrano,,,Katie Spencer,FALSE,,,
2021,Best Production Design,Art Direction,The French Dispatch,,,Rena DeAngelo,FALSE,,,
2021,Best Production Design,Art Direction,Nightmare Alley,,,Shane Vieau,FALSE,,,
2021,Best Production Design,Art Direction,West Side Story,,,Rena DeAngelo,FALSE,,,
2021,Best Short Animation,Animated Short Film,Do Not Feed the Pigeons,,,Vladimir Krasilnikov,TRUE,,,
2021,Best Short Animation,Animated Short Film,Affairs of the Art,,,Les Mills,FALSE,,,
2021,Best Short Animation,Animated Short Film,Night of the Living Dread,,,Laura Jayne Tunbridge,FALSE,,,
2021,Best Short Animation,Animated Short Film,Affairs of the Art,,,Joanna Quinn,FALSE,,,
2021,Best Short Animation,Animated Short Film,Night of the Living Dread,,,Hannah Kelso,FALSE,,,
2021,Best Short Animation,Animated Short Film,Night of the Living Dread,,,Danielle Goff,FALSE,,,
2021,Best Short Animation,Animated Short Film,Do Not Feed the Pigeons,,,Jordi Morera,TRUE,,,
2021,Best Short Animation,Animated Short Film,Do Not Feed the Pigeons,,,Antonin Niclass,TRUE,,,
2021,Best Short Animation,Animated Short Film,Night of the Living Dread,,,Ida Melum,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Femme,,,Sam H. Freeman,FALSE,,,
2021,Best Short Film,Live-Action Short Film,The Palace,,,Jo Prichard,FALSE,,,
2021,Best Short Film,Live-Action Short Film,The Black Cop,,,Cherish Oleka,TRUE,,,
2021,Best Short Film,Live-Action Short Film,Femme,,,Ng Choon Ping,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Femme,,,Sam Ritzenberg,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Stuffed,,,Joss Holden-Rea,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Three Meetings of the Extraordinary Committee,,,Max Barron,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Three Meetings of the Extraordinary Committee,,,Daniel Wheldon,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Three Meetings of the Extraordinary Committee,,,Michael Woodward,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Femme,,,Hayley Williams,FALSE,,,
2021,Best Short Film,Live-Action Short Film,Stuffed,,,Theo Rhys,FALSE,,,
2021,Best Sound,Sound Mixing,Last Night in Soho,,,Tim Cavagin,FALSE,,,
2021,Best Sound,Sound Mixing,No Time to Die,,,James Harrison,FALSE,,,
2021,Best Sound,Sound Mixing,A Quiet Place Part II,,,Erik Aadahl,FALSE,,,
2021,Best Sound,Sound Mixing,West Side Story,,,Brian Chumney,FALSE,,,
2021,Best Sound,Sound Mixing,Dune,,,Theo Green,TRUE,,,
2021,Best Sound,Sound Mixing,Last Night in Soho,,,Dan Morgan,FALSE,,,
2021,Best Sound,Sound Mixing,No Time to Die,,,Simon Hayes,FALSE,,,
2021,Best Sound,Sound Mixing,A Quiet Place Part II,,,Michael Barosky,FALSE,,,
2021,Best Sound,Sound Mixing,West Side Story,,,Tod A. Maitland,FALSE,,,
2021,Best Sound,Sound Mixing,Dune,,,Doug Hemphill,TRUE,,,
2021,Best Sound,Sound Mixing,Last Night in Soho,,,Colin Nicolson,FALSE,,,
2021,Best Sound,Sound Mixing,No Time to Die,,,Paul Massey,FALSE,,,
2021,Best Sound,Sound Mixing,A Quiet Place Part II,,,Brandon Proctor,FALSE,,,
2021,Best Sound,Sound Mixing,West Side Story,,,Andy Nelson,FALSE,,,
2021,Best Sound,Sound Mixing,Dune,,,Mark Mangini,TRUE,,,
2021,Best Sound,Sound Mixing,Last Night in Soho,,,Julian Slater,FALSE,,,
2021,Best Sound,Sound Mixing,No Time to Die,,,Oliver Tarney,FALSE,,,
2021,Best Sound,Sound Mixing,A Quiet Place Part II,,,Ethan Van der Ryn,FALSE,,,
2021,Best Sound,Sound Mixing,West Side Story,,,Gary Rydstrom,FALSE,,,
2021,Best Sound,Sound Mixing,Dune,,,Mac Ruth,TRUE,,,
2021,Best Sound,Sound Mixing,No Time to Die,,,Mark Taylor,FALSE,,,
2021,Best Sound,Sound Mixing,Dune,,,Ron Bartlett,TRUE,,,
2021,Best Special Visual Effects,Effects,Dune,,,Brian Connor,TRUE,,,
2021,Best Special Visual Effects,Effects,Ghostbusters: Afterlife,,,Aharon Bourland,FALSE,,,
2021,Best Special Visual Effects,Effects,The Matrix Resurrections,,,Tom Debenham,FALSE,,,
2021,Best Special Visual Effects,Effects,No Time to Die,,,Mark Bakowski,FALSE,,,
2021,Best Special Visual Effects,Effects,Free Guy,,,Swen Gillberg,FALSE,,,
2021,Best Special Visual Effects,Effects,No Time to Die,,,Charlie Noble,FALSE,,,
2021,Best Special Visual Effects,Effects,Free Guy,,,Bryan Grill,FALSE,,,
2021,Best Special Visual Effects,Effects,Ghostbusters: Afterlife,,,Sheena Duggal,FALSE,,,
2021,Best Special Visual Effects,Effects,The Matrix Resurrections,,,Huw J. Evans,FALSE,,,
2021,Best Special Visual Effects,Effects,No Time to Die,,,Chris Corbould,FALSE,,,
2021,Best Special Visual Effects,Effects,Dune,,,Tristan Myles,TRUE,,,
2021,Best Special Visual Effects,Effects,Free Guy,,,Nikos Kalaitzidis,FALSE,,,
2021,Best Special Visual Effects,Effects,Ghostbusters: Afterlife,,,Pier Lefebvre,FALSE,,,
2021,Best Special Visual Effects,Effects,The Matrix Resurrections,,,Dan Glass,FALSE,,,
2021,Best Special Visual Effects,Effects,No Time to Die,,,Joel Green,FALSE,,,
2021,Best Special Visual Effects,Effects,Dune,,,Gerd Nefzer,TRUE,,,
2021,Best Special Visual Effects,Effects,Free Guy,,,Dan Sudick,FALSE,,,
2021,Best Special Visual Effects,Effects,Ghostbusters: Afterlife,,,Alessandro Ongaro,FALSE,,,
2021,Best Special Visual Effects,Effects,Dune,,,Paul Lambert,TRUE,,,
2021,Best Special Visual Effects,Effects,The Matrix Resurrections,,,J. D. Schwalm,FALSE,,,
2021,Outstanding British Film,,Belfast,,,Kenneth Branagh,TRUE,Producer,,
2021,Outstanding British Film,,Belfast,,,Becca Kovacik,TRUE,Producer,,
2021,Outstanding British Film,,Belfast,,,Tamar Thomas,TRUE,Producer,,
2021,Outstanding British Film,,Belfast,,,Laura Berwick,TRUE,Producer,,
2021,Outstanding British Film,,After Love,,,Gabrielle Dumon,FALSE,Producer,,
2021,Outstanding British Film,,Ali & Ava,,,Tracy O'Riordan,FALSE,Producer,,
2021,Outstanding British Film,,Boiling Point,,,Hester Ruoff,FALSE,Producer,,
2021,Outstanding British Film,,After Love,,,Matthieu de Braconier,FALSE,Producer,,
2021,Outstanding British Film,,Cyrano,,,Tim Bevan,FALSE,Producer,,
2021,Outstanding British Film,,Cyrano,,,Eric Fellner,FALSE,Producer,,
2021,Outstanding British Film,,Cyrano,,,Guy Heeley,FALSE,Producer,,
2021,Outstanding British Film,,Boiling Point,,,Bart Ruspoli,FALSE,Producer,,
2021,Outstanding British Film,,Everybody's Talking About Jamie,,,Peter Carlton,FALSE,Producer,,
2021,Outstanding British Film,,Everybody's Talking About Jamie,,,Arnon Milchan,FALSE,Producer,,
2021,Outstanding British Film,,House of Gucci,,,Ridley Scott,FALSE,Producer,,
2021,Outstanding British Film,,House of Gucci,,,Giannina Facio Scott,FALSE,Producer,,
2021,Outstanding British Film,,House of Gucci,,,Kevin J. Walsh,FALSE,Producer,,
2021,Outstanding British Film,,House of Gucci,,,Mark Huffam,FALSE,Producer,,
2021,Outstanding British Film,,Last Night in Soho,,,Nira Park,FALSE,Producer,,
2021,Outstanding British Film,,Last Night in Soho,,,Tim Bevan,FALSE,Producer,,
2021,Outstanding British Film,,Last Night in Soho,,,Eric Fellner,FALSE,Producer,,
2021,Outstanding British Film,,Last Night in Soho,,,Edgar Wright,FALSE,Producer,,
2021,Outstanding British Film,,No Time To Die,,,Michael G. Wilson,FALSE,Producer,,
2021,Outstanding British Film,,No Time To Die,,,Barbara Broccoli,FALSE,Producer,,
2021,Outstanding British Film,,Everybody's Talking About Jamie,,,Mark Herbert,FALSE,Producer,,
2021,Outstanding British Film,,Belfast,,,Kenneth Branagh,TRUE,Director,,
2021,Outstanding British Film,,After Love,,,Aleem Khan,FALSE,Director,,
2021,Outstanding British Film,,Ali & Ava,,,Clio Barnard,FALSE,Director,,
2021,Outstanding British Film,,Boiling Point,,,Philip Barantini,FALSE,Director,,
2021,Outstanding British Film,,Cyrano,,,Joe Wright,FALSE,Director,,
2021,Outstanding British Film,,Everybody's Talking About Jamie,,,Johnathan Butterell,FALSE,Director,,
2021,Outstanding British Film,,House of Gucci,,,Ridley Scott,FALSE,Director,,
2021,Outstanding British Film,,Last Night in Soho,,,Edgar Wright,FALSE,Director,,
2021,Outstanding British Film,,No Time To Die,,,Cary Joji Fukunaga,FALSE,Director,,
2021,Outstanding British Film,,Passing,,,Rebecca Hall,FALSE,Director,,
2021,Outstanding British Film,,Passing,,,Forest Whitaker,FALSE,Producer,,
