Year,Category,Film,Won,Nominee,Role,Supervising,Concordance,Country
2024,Documentary Music,Music by John Williams,TRUE,Ramiro Belgardt,music editor,TRUE,,
2024,Documentary Music,Music by John Williams,TRUE,Christopher Barnett,music editor,FALSE,,
2024,Documentary Music,Music by John Williams,TRUE,Roy Waldspurger,music editor,FALSE,,
2024,Documentary Music,Beatles '64,FALSE,John M. Davis,music editor,FALSE,,
2024,Documentary Music,Elton John: Never Too Late,FALSE,Michael Brake,music editor,FALSE,,
2024,Documentary Music,The Greatest Night in Pop,FALSE,Gavin Allingham,music editor,FALSE,,
2024,Documentary Music,Jim Henson Idea Man,FALSE,Ryan Rubin,music editor,TRUE,,
2024,Feature Animation,The Wild Robot,TRUE,Malcolm Fife,foley editor,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,Dee Selby,foley editor,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,Brian Chumney,sound editor,TRUE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,Leff Lefferts,sound editor,TRUE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,Randy Thom,sound designer,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,David Farmer,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,David Hughes,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,Jamey Scott,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,TRUE,Rich Quinn,dialogue editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Luke Gibleon,sound designer,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Jason W. Jennings,sound designer,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Benjamin L. Cook,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Katie Halliday,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Ando Johnson,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Michael Mitchell,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Jessie Pariseau,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Roland N. Thai,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Vanessa Lapato,adr editor,TRUE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Katy Wood,dialogue editor,TRUE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Pietu Korhonen,foley editor,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,John Cucci,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Gary Hecker,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Mike Horton,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Heikki Kossi,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Dan O'Connell,foley artist,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,FALSE,Ronni Brown,foley artist,FALSE,Sound Editing,
2024,Feature Animation,The Wild Robot,FALSE,Jana Vance,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Coya Elliott,sound editor,TRUE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Ren Klyce,sound designer,FALSE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,David C. Hughes,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Jonathon Stevens,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Cheryl Nardi,dialogue editor,TRUE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Dee Selby,foley editor,TRUE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Nicholas Docter,foley editor,FALSE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Heikki Kossi,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Inside Out 2,FALSE,Shelley Roden,foley artist,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Brent Burge,sound editor,TRUE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Martin Kwok,sound editor,TRUE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Matt Stutter,sound editor,TRUE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,David Farmer,sound designer,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Hayden Collow,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Alexis Feodoroff,sound effects editor,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Dmitry Novikov,dialogue editor,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Michael Donaldson,foley editor,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Craig Tomlinson,foley editor,FALSE,Sound Editing,
2024,Feature Animation,The Lord of the Rings: The War of the Rohirrim,FALSE,Simon Riley,foley artist,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Onnalee Blank,sound editor,TRUE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Harry Cohen,sound designer,FALSE,Sound Editing,
2024,Feature Animation,Mufasa: The Lion King,FALSE,Paula Fairfield,sound designer,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Deadpool & Wolverine,FALSE,Craig Henighan,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Saturday Night,TRUE,Helen Lutrell,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Saturday Night,TRUE,David Butler,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Saturday Night,TRUE,Will Files,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Saturday Night,TRUE,Lee Gilmore,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Saturday Night,TRUE,Emma Present,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,A Complete Unknown,FALSE,Anna MacKenzie,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,A Complete Unknown,FALSE,Robert Troy,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Deadpool & Wolverine,FALSE,Emma Present,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,A Complete Unknown,FALSE,Russell Farmarco,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,Justin Webster,crowd editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Wicked,FALSE,John Marquis,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Wicked,FALSE,Nancy Nugent Title,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Wicked,FALSE,John C. Stuver,dialogue editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Wicked,FALSE,David Bach,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,Polly McKinnon,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,Stefanie Ng,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,Martin Kwok,dialogue editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,Ray Beentjes,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,David Butler,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,Ryan Cole,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,David Bach,adr editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Dune: Part Two,FALSE,Alexis Feodoroff,crowd editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,A Complete Unknown,FALSE,Donald Sylvester,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,Will Files,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,Jacob Riehle,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,Ailene Roberts,dialogue editor,FALSE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,Polly McKinnon,dialogue editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,Lee Gilmore,sound editor,TRUE,Sound Editing,
2024,Feature Dialogue / ADR,Alien: Romulus,FALSE,"Matt ""Smokey"" Cloud",sound editor,FALSE,Sound Editing,
2024,Feature Documentary,Super/Man: The Christopher Reeve Story,FALSE,Olly Freemantle,foley editor,FALSE,,
2024,Feature Documentary,Super/Man: The Christopher Reeve Story,FALSE,Zoe Freed,foley artist,FALSE,,
2024,Feature Documentary,Super/Man: The Christopher Reeve Story,FALSE,Claire Ellis,dialogue editor,TRUE,,
2024,Feature Documentary,The Blue Angels,TRUE,Robert Stambler,sound editor,TRUE,,
2024,Feature Documentary,The Blue Angels,TRUE,"Ryan ""Sully"" Sullivan",sound effects editor,FALSE,,
2024,Feature Documentary,The Blue Angels,TRUE,Emma Present,dialogue editor,FALSE,,
2024,Feature Documentary,Dahomey,FALSE,Nicolas Becker,sound editor,TRUE,,
2024,Feature Documentary,Dahomey,FALSE,Nicolas Becker,sound designer,TRUE,,
2024,Feature Documentary,Dahomey,FALSE,Sylvain Malbrant,sound editor,FALSE,,
2024,Feature Documentary,Dahomey,FALSE,Maxime Saleix,dialogue editor,FALSE,,
2024,Feature Documentary,Will & Harper,FALSE,Zach Seivers,sound editor,TRUE,,
2024,Feature Documentary,Will & Harper,FALSE,George Pereyra,sound effects editor,FALSE,,
2024,Feature Documentary,Will & Harper,FALSE,Adam Parrish King,sound effects editor,FALSE,,
2024,Feature Documentary,Will & Harper,FALSE,Jared K. Neal,dialogue editor,FALSE,,
2024,Feature Documentary,Music by John Williams,FALSE,Christopher Barnett,sound editor,TRUE,,
2024,Feature Documentary,Music by John Williams,FALSE,Roy Waldspurger,sound editor,TRUE,,
2024,Feature Documentary,Music by John Williams,FALSE,Tim Farrell,sound effects editor,FALSE,,
2024,Feature Documentary,Music by John Williams,FALSE,Dmitri Makarov,dialogue editor,FALSE,,
2024,Feature Documentary,Music by John Williams,FALSE,Ramiro Belgardt,music editor,FALSE,,
2024,Feature Documentary,Super/Man: The Christopher Reeve Story,FALSE,Greg Gettens,sound editor,TRUE,,
2024,Feature Documentary,Super/Man: The Christopher Reeve Story,FALSE,Will Chapman,sound designer,FALSE,,
2024,Feature Documentary,Elton John: Never Too Late,FALSE,Richard Yawn,sound editor,TRUE,,
2024,Feature Documentary,Elton John: Never Too Late,FALSE,Mike Pipgras,sound editor,FALSE,,
2024,Feature Documentary,Dahomey,FALSE,Gilles Marsalet,foley artist,FALSE,,
2024,Feature Documentary,Elton John: Never Too Late,FALSE,Rob Getty,sound editor,TRUE,,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Dave Whitehead,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Richard King,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Willard Overstreet,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,John Cucci,foley artist,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Dan O'Connell,foley artist,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Will Files,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Michael Mitchell,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Jeff Sawyer,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Matt Stutter,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Chris Terhune,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Chris Flick,foley editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Lyndsey Schenk,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Jacob McNaughton,foley artist,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Noel Vought,foley artist,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Ryan Cole,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Craig Henighan,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Samson Neslund,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Eric A. Norris,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Addison Teague,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Lee Gilmore,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,J.R. Grubbs,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Pete Persaud,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Gina Wark,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Deadpool & Wolverine,FALSE,Steve Baine,foley artist,FALSE,Sound Editing,
2024,Feature Effects / Foley,Furiosa: A Mad Max Saga,FALSE,Robert Mackenzie,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Furiosa: A Mad Max Saga,FALSE,Tom Heuzenroeder,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Furiosa: A Mad Max Saga,FALSE,Tara Webb,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Michael Babcock,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Lee Gilmore,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Randy Torres,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Brent Burge,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Hayden Collow,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Dune: Part Two,TRUE,Melanie Graham,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Mariusz Glabinski,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Heikki Kossi,foley supervisor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Joel Raabe,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,September 5,FALSE,Frank Kruse,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,September 5,FALSE,Frank Kruse,sound designer,TRUE,Sound Editing,
2024,Feature Effects / Foley,September 5,FALSE,Uwe Zillner,foley supervisor,TRUE,Sound Editing,
2024,Feature Effects / Foley,September 5,FALSE,Johanna Rellinghaus,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,September 5,FALSE,Benedikt Uebe,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,September 5,FALSE,Uwe Zillner,foley artist,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Lee Gilmore,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Chris Terhune,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Luis Galdames,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Dan Kenyon,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Ken McGill,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,James Miller,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,"Matt ""Smokey"" Cloud",sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Steve Neal,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Alien: Romulus,FALSE,Samuel Munoz,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Furiosa: A Mad Max Saga,FALSE,Adrian Medhurst,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Damian Volpe,sound editor,TRUE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Michael Fentum,sound designer,FALSE,Sound Editing,
2024,Feature Effects / Foley,Furiosa: A Mad Max Saga,FALSE,Duncan Campbell,foley editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Samir Foco,sound effects editor,FALSE,Sound Editing,
2024,Feature Effects / Foley,Nosferatu,FALSE,Damian Volpe,sound designer,FALSE,Sound Editing,
2024,Feature International,The Girl with the Needle,FALSE,Christian Roed Dalsgaard,sound effects editor,FALSE,,
2024,Feature International,The Girl with the Needle,FALSE,Patrick Ghislain,foley editor,FALSE,,
2024,Feature International,The Girl with the Needle,FALSE,Julien Naudin,foley artist,FALSE,,
2024,Feature International,The Goat Life,FALSE,Vijaykumar Mahadevaiah,sound editor,TRUE,,
2024,Feature International,The Goat Life,FALSE,Resul Pookutty,sound editor,TRUE,,
2024,Feature International,The Goat Life,FALSE,Arun Rana,sound effects editor,FALSE,,
2024,Feature International,The Goat Life,FALSE,Vijaykumar Mahadevaiah,foley editor,FALSE,,
2024,Feature International,The Girl with the Needle,FALSE,Morten Pilegaard,sound editor,TRUE,,
2024,Feature International,The Girl with the Needle,FALSE,Oskar Skriver,sound editor,TRUE,,
2024,Feature International,Kneecap,FALSE,Damien Lynch,foley editor,FALSE,,
2024,Feature International,Kneecap,FALSE,Caoimhe Doyle,foley artist,FALSE,,
2024,Feature International,Kneecap,FALSE,Emer O'Reilly,foley artist,FALSE,,
2024,Feature International,The Goat Life,FALSE,Andriy Ryzhov,foley artist,FALSE,,
2024,Feature International,The Goat Life,FALSE,Ruslan Shebistyi,foley artist,FALSE,,
2024,Feature International,The Goat Life,FALSE,Andriy Starikovskiy,foley artist,FALSE,,
2024,Feature International,Emilia Pérez,TRUE,Aymeric Devoldère,sound editor,TRUE,,
2024,Feature International,Kneecap,FALSE,Brendan Rehill,sound editor,TRUE,,
2024,Feature International,Kneecap,FALSE,Louise Burton,dialogue editor,TRUE,,
2024,Feature International,Emilia Pérez,TRUE,Hortense Bailly,dialogue editor,TRUE,,
2024,Feature International,The Goat Life,FALSE,Bogdan Zavarzin,foley artist,FALSE,,
2024,Feature International,Emilia Pérez,TRUE,Antoine Swertvaegher,foley editor,FALSE,,
2024,Feature International,Emilia Pérez,TRUE,Cyril Holtz,sound designer,FALSE,,
2024,Feature International,Emilia Pérez,TRUE,Carolina Santana,adr editor,TRUE,,
2024,Feature International,Emilia Pérez,TRUE,Gregory Vincent,foley artist,FALSE,,
2024,Feature Music,Wicked,TRUE,Catherine Wilson,music editor,TRUE,,
2024,Feature Music,Wicked,TRUE,Robin Baynton,vocal editor,TRUE,,
2024,Feature Music,Better Man,FALSE,Timothy Ryan,music editor,TRUE,,
2024,Feature Music,Better Man,FALSE,Craig Beckett,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Lena Glikson,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Cory Milano,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Liam Moses,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Joe E. Rand,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Chris Scallan,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Emily Rogers Swanson,music editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Noah Hubbell,vocal editor,FALSE,,
2024,Feature Music,Better Man,FALSE,Anna Muehlichen,vocal editor,FALSE,,
2024,Feature Music,A Complete Unknown,FALSE,Ted Caplan,music editor,TRUE,,
2024,Feature Music,A Complete Unknown,FALSE,Maggie Talibart,music editor,FALSE,,
2024,Feature Music,Deadpool & Wolverine,FALSE,Daniel DiPrima,music editor,FALSE,,
2024,Feature Music,Deadpool & Wolverine,FALSE,Oliver Hug,music editor,FALSE,,
2024,Feature Music,Deadpool & Wolverine,FALSE,Anele Onyekwere,scoring editor,FALSE,,
2024,Feature Music,Dune: Part Two,FALSE,Clint Bennett,music editor,TRUE,,
2024,Feature Music,Dune: Part Two,FALSE,Ryan Rubin,music editor,TRUE,,
2024,Feature Music,Dune: Part Two,FALSE,Joe E. Rand,music editor,FALSE,,
2024,Feature Music,Emilia Pérez,FALSE,Maxence Dussère,music editor,TRUE,,
2024,Feature Music,Emilia Pérez,FALSE,Cécile Coutelier,music editor,FALSE,,
2024,Feature Music,Emilia Pérez,FALSE,Matthieu Lefèvre,music editor,FALSE,,
2024,Feature Music,Emilia Pérez,FALSE,Aristide Rosier,music editor,FALSE,,
2021,Dialogue and ADR for Feature Film,The Tragedy of Macbeth,FALSE,Skip Lievsay,sound editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Tragedy of Macbeth,FALSE,Michael Feuser,dialogue editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Matrix Resurrections,FALSE,Dominik Schleier,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,A Quiet Place Part II,FALSE,Matt Cavanaugh,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Nightmare Alley,TRUE,Jill Purdy,sound editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Nightmare Alley,TRUE,Jill Purdy,dialogue and adr editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Nightmare Alley,TRUE,Nelson Ferreira,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Dune,FALSE,David Bach,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Last Night in Soho,FALSE,Dan Morgan,sound editors,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Last Night in Soho,FALSE,Julian Slater,sound editors,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,Last Night in Soho,FALSE,Dan Morgan,adr editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Matrix Resurrections,FALSE,Stephanie Flack,sound editors,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Matrix Resurrections,FALSE,Dane A Davis,sound editors,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Matrix Resurrections,FALSE,Marek Forreiter,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Matrix Resurrections,FALSE,Benjamin Hörbe,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,No Time to Die,FALSE,Rachael Tate,dialogue editors,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Matrix Resurrections,FALSE,Immo Trümpelmann,dialogue editor,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,No Time to Die,FALSE,Becki Ponting,dialogue and adr editors,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,No Time to Die,FALSE,Michael Maroussas,dialogue and adr editors,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,A Quiet Place Part II,FALSE,Ethan Van der Ryn,sound editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,No Time to Die,FALSE,Adele Fletcher,dialogue editors,FALSE,Sound Editing,
2021,Dialogue and ADR for Feature Film,No Time to Die,FALSE,Oliver Tarney,sound editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,The Power of the Dog,FALSE,Leah Katz,dialogue and adr editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,A Quiet Place Part II,FALSE,Vanessa Lapato,dialogue and adr editor,TRUE,Sound Editing,
2021,Dialogue and ADR for Feature Film,A Quiet Place Part II,FALSE,Nancy Nugent,dialogue and adr editor,TRUE,Sound Editing,
2021,Feature Documentary,The Rescue,TRUE,Deborah Wallach,sound editor,TRUE,,
2021,Feature Documentary,The Rescue,TRUE,Roland Vajs,sound effects editor,FALSE,,
2021,Feature Documentary,The Rescue,TRUE,Nuno Bentro,foley artist,FALSE,,
2021,Feature Documentary,The Rescue,TRUE,Ben Smithers,music editor,FALSE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Richard Yawn,sound editor,TRUE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Michael Brake,music editor,FALSE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Rob Getty,dialogue editor,FALSE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Steven Avila,sound effects editor,FALSE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Shawn Kennelly,foley editor,FALSE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Melissa Kennelly,foley artist,FALSE,,
2021,Feature Documentary,Billie Eilish: The World's a Little Blurry,FALSE,Vince Nicastro,foley artist,FALSE,,
2021,Feature Documentary,Flee,FALSE,Edward Björner,sound editor,TRUE,,
2021,Feature Documentary,Flee,FALSE,Jens Johansson,dialogue editor,FALSE,,
2021,Feature Documentary,Flee,FALSE,Fredrik Jonsäter,sound designer,FALSE,,
2021,Feature Documentary,Flee,FALSE,Rune Van Deurs,foley artist,FALSE,,
2021,Feature Documentary,Flee,FALSE,Bengt Öberg,foley artist,FALSE,,
2021,Feature Documentary,"Summer of Soul (or, when the Revolution Could Not Be Televised)",FALSE,Joshua L. Pearson,sound editor,TRUE,,
2021,Feature Documentary,"Summer of Soul (or, when the Revolution Could Not Be Televised)",FALSE,Jimmy Douglass,music editor,TRUE,,
2021,Feature Documentary,Val,FALSE,John Bolen,sound editor,TRUE,,
2021,Feature Documentary,Val,FALSE,John Bolen,dialogue editor,FALSE,,
2021,Feature Documentary,Val,FALSE,John Bolen,sound effects editor,FALSE,,
2021,Feature Documentary,Val,FALSE,John Bolen,foley editor,FALSE,,
2021,Feature Documentary,The Velvet Underground,FALSE,Leslie Shatz,sound editor,TRUE,,
2021,Feature Documentary,The Velvet Underground,FALSE,Jahn Sood,music editor,FALSE,,
2021,Feature Music,West Side Story,TRUE,Ramiro Belgardt,music editors,FALSE,,
2021,Feature Music,West Side Story,TRUE,David Channing,scoring editor,FALSE,,
2021,Feature Music,Dune,FALSE,Clint Bennett,music editors,TRUE,,
2021,Feature Music,Dune,FALSE,Ryan Rubin,music editors,TRUE,,
2021,Feature Music,Dune,FALSE,Peter Myles,music editor,FALSE,,
