Year,Category,Film,Won,Nominee,Role,Supervising,Concordance,Country
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,Ethan Van der Ryn,sound editors,TRUE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,Ethan Van der Ryn,sound designer,FALSE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,Greg ten Bosch,sound effects editor,FALSE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,John Marquis,sound effects editor,FALSE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,John Roesch,foley artist,FALSE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,Jonathan Klein,foley editor,TRUE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,P.K. Hooker,sound effects editor,FALSE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,Tobias Poppe,sound effects editor,FALSE,Sound Editing,
2011,Sound Effects and Foley for Feature Film,Transformers: Dark of the Moon,FALSE,Willard Overstreet,foley editor,FALSE,Sound Editing,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Brent Burge,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Chris Todd,dialogue editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Chris Ward,sound,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Chris Ward,dialogue,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Chris Ward,adr editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Craig Tomlinson,foley editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Dave Whitehead,sound designer,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Frank Lipson,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Hayden Collow,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Jason Canovas,dialogue editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,John Simpson,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Justin Doyle,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Justin Webster,"""Snowy"" effects editor",FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Martin Kwok,dialogue editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Matt Stutter,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Adventures of Tintin,TRUE,Morgan Samuel,adr editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Al Nelson,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,David C. Hughes,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Dennie Thorpe,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Dustin Cawood,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Frank Clary,foley editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Jana Vance,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Michael Silvers,sound,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Michael Silvers,adr editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Pascal Garneau,foley editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Robert Shoup,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Steve Slanec,adr editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Teresa Eckton,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Tom Myers,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Cars 2,FALSE,Tom Myers,sound designer,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,Dan O'Connell,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,Erik Aadahl,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,Ethan Van der Ryn,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,John Marquis,sound designer,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,John T. Cucci,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,Jonathan Klein,foley editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,P.K. Hooker,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,Susan Dudeck,adr editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kung Fu Panda 2,FALSE,Willard Overstreet,foley editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Alyson Dee Moore,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Christopher Flick,foley editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Jeff Sawyer,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Jessica Gallavan,dialogue,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Jessica Gallavan,adr editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,John Roesch,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Mark Pappas,foley editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Michael Babcock,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Michael W. Mitchell,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Richard King,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Puss in Boots,FALSE,Roland N. Thai,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Adam Kopald,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Addison Teague,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,David C. Hughes,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Dee Selby,foley editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Dennie Thorpe,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,J.R. Grubbs,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Jana Vance,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Mac Smith,dialogue editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Michael Silvers,dialogue editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Peter Miller,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Peter Miller,sound designer,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Richard Hymns,dialogue editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Shannon Mills,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rango,FALSE,Steve Slanec,foley editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Cheryl Nardi,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Dennie Thorpe,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Gwendolyn Yates Whittle,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Jana Vance,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Josh Gold,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Luke Dunn Gielmuda,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Malcolm Fife,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Pete Horner,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Randy Thom,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Randy Thom,sound designer,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Sue Fox,foley editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Rio,FALSE,Teresa Eckton,sound editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Bernard Weiser,dialogue,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Bernard Weiser,adr editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Mark Pappas,foley editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Paul Berolzheimer,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Randle Akerson,sound effects editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Robert L. Sephton,sound editor,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Robert L. Sephton,sound designer,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Robert Troy,dialogue editor,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Robin Harlan,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Ronni Brown,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Sarah Monat,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Sean England,foley artist,FALSE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Smurfs,FALSE,Will Files,sound designer,TRUE,,
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Adam Connelly,foley editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Baiyang Wang,dialogue,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Baiyang Wang,adr editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Chris Goodes,sound effects editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Hongrui Ji,sound effects editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,James Ashton,dialogue editor,TRUE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Mario Vaccaro,foley artist,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Robert Mackenzie,sound effects editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Steve Burgess,sound editor,TRUE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Tao Jing,sound editor,TRUE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Tao Jing,sound designer,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Tian Yong,sound effects editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Wei Wang,foley editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Xu Miao,foley artist,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Yanchao Yang,foley editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Yinan Tu,sound effects editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Flowers of War,TRUE,Zheng Huang,sound effects editor,FALSE,,China Hong Kong
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Aleksandra Pniak,sound editor,TRUE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Filip Krzemien,dialogue editor,TRUE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Henryk Zastrózny,foley artist,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Jacek Pajak,foley artist,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Jan Grabos,foley editor,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Kacper Habisiak,sound designer,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Krzysztof Jastrzab,foley editor,TRUE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Krzysztof Salwa,foley artist,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Maciej Tegi,sound designer,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Marcin Kasinski,adr editor,TRUE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Marcin Wolak,foley artist,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Mateusz Irisik,foley artist,FALSE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Battle of Warsaw 1920,FALSE,Waclaw Pilkowski,sound editor,TRUE,,Poland
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Circumstance,FALSE,Glenn T. Morgan,sound editor,TRUE,,France Iran United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Circumstance,FALSE,Mathew Waters,sound editor,TRUE,,France Iran United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Alessandro Laroca,sound editor,TRUE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Anderson Tieta,sound effects editor,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Andre Azoubel,foley editor,TRUE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Andressa Cor,sound effects editor,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Débora Opolski,dialogue,TRUE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Débora Opolski,adr editor,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Eduardo Virmond Lima,sound designer,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Henrique Bertol,dialogue,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Henrique Bertol,adr editor,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Lilian Nakahodo,sound effects editor,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Priscila Pereira,sound effects editor,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elite Squad: The Enemy Within,FALSE,Roger Hands,foley artist,FALSE,,Brazil
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Andy Malcolm,foley artist,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Becky Sullivan,sound editor,TRUE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Ben Wilkins,sound editor,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Gayle Wesley,sound editor,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Glynna Grimala,sound editor,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Goro Koyama,foley artist,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Hector C. Gika,sound editor,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",In the Land of Blood and Honey,FALSE,Michael Hertlein,sound editor,FALSE,,United States
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Sarah's Key,FALSE,Alexandre Fleurant,sound editor,TRUE,,France
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Sarah's Key,FALSE,Bruno Seznec,sound editor,TRUE,,France
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Sarah's Key,FALSE,Fabien Devillers,dialogue,TRUE,,France
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Sarah's Key,FALSE,Fabien Devillers,adr editor,FALSE,,France
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Sarah's Key,FALSE,Florian Fabre,foley artist,FALSE,,France
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Sarah's Key,FALSE,Sébastien Marquilly,sound designer,FALSE,,France
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Skin I Live In,FALSE,Álex F. Capilla,foley artist,FALSE,,Spain
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Skin I Live In,FALSE,César Molina,dialogue editor,TRUE,,Spain
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Skin I Live In,FALSE,Eduardo Castro,sound designer,FALSE,,Spain
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Skin I Live In,FALSE,Marc Orts,sound designer,FALSE,,Spain
2011,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Skin I Live In,FALSE,Pelayo Gutiérrez,sound editor,TRUE,,Spain
2010,Dialogue and ADR for Feature Film,The Social Network,TRUE,Jeremy Molod,assistant sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Social Network,TRUE,Malcolm Fife,dialogue editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Social Network,TRUE,Ren Klyce,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Social Network,TRUE,Richard Quinn,adr editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Black Swan,FALSE,Craig Henighan,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Black Swan,FALSE,Craig Henighan,adr editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Black Swan,FALSE,Jill Purdy,dialogue,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Black Swan,FALSE,Nelson Ferreira,dialogue editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Harry Potter and the Deathly Hallows – Part 1,FALSE,Bjorn Ole Schroeder,dialogue editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Harry Potter and the Deathly Hallows – Part 1,FALSE,Daniel Laurie,adr editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Harry Potter and the Deathly Hallows – Part 1,FALSE,James Mather,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Inception,FALSE,Hugo Weng,dialogue editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Inception,FALSE,R.J. Kizer,adr editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Inception,FALSE,Richard King,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Kids Are All Right,FALSE,Elmo Weber,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Kids Are All Right,FALSE,Frank Gaeta,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Kids Are All Right,FALSE,Frank Gaeta,dialogue,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The Kids Are All Right,FALSE,Frank Gaeta,adr editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The King's Speech,FALSE,Andre Schmidt,dialogue editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The King's Speech,FALSE,Lee Walpole,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,The King's Speech,FALSE,Matthew Skelding,dialogue editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Addison Teague,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Cheryl Nardi,dialogue editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Gwendolyn Yates Whittle,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Gwendolyn Yates Whittle,adr editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Gwendolyn Yates Whittle,adr editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Michael Silvers,dialogue,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,Tron: Legacy,FALSE,Stuart McCowan,adr editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,True Grit,FALSE,Byron Wilson,dialogue,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,True Grit,FALSE,Katy Wood,dialogue editor,FALSE,Sound Editing,
2010,Dialogue and ADR for Feature Film,True Grit,FALSE,Kenton Jakub,adr editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,True Grit,FALSE,Skip Lievsay,sound editor,TRUE,Sound Editing,
2010,Dialogue and ADR for Feature Film,True Grit,FALSE,Skip Lievsay,adr editor,FALSE,Sound Editing,
2010,Feature Underscore,Inception,TRUE,Alex Gibson,music editor,TRUE,,
2010,Feature Underscore,Inception,TRUE,Ryan Rubin,music editor,FALSE,,
2010,Feature Underscore,Alice in Wonderland,FALSE,Bill Abbott,music editor,TRUE,,
2010,Feature Underscore,Alice in Wonderland,FALSE,Curtis Roush,music editor,FALSE,,
2010,Feature Underscore,Alice in Wonderland,FALSE,Denise Okimoto,music editor,FALSE,,
2010,Feature Underscore,Alice in Wonderland,FALSE,Michael Higham,music editor,TRUE,,
2010,Feature Underscore,Alice in Wonderland,FALSE,Ryan Rubin,music editor,FALSE,,
2010,Feature Underscore,Black Swan,FALSE,Nancy Allen,music editor,FALSE,,
2010,Feature Underscore,Get Low,FALSE,Christopher Kennedy,music editor,FALSE,,
2010,Feature Underscore,Harry Potter and the Deathly Hallows – Part 1,FALSE,Allan Jenkins,music editor,FALSE,,
