Nominee,Film,Category,Year,Show,Concordance,Won
Joseph Gordon-Levitt,3rd Rock From The Sun,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Kristen Johnston,3rd Rock From The Sun,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Dan Butler,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
David Hyde Pierce,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Jane Leeves,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
John Mahoney,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Kelsey Grammer,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Peri Gilpin,Frasier,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
,Mad About You,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Anne Ramsay,Mad About You,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Helen Hunt,Mad About You,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
John Pankow,Mad About You,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Leila Kenzle,Mad About You,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Paul Reiser,Mad About You,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Amanda Naughton,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Carolee Carmello,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Christopher Murney,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Dina Spybey,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
George Hall,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Hugh O'gorman,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
John Bedford Lloyd,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Kevin O'rourke,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Margaret Hall,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Mary Stout,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Melinda Mullins,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
Tom Beckett,Remember Wenn,Ensemble In A Comedy Series,1996,3rd Annual,,FALSE
,Seinfeld,Ensemble In A Comedy Series,1996,3rd Annual,,TRUE
Jason Alexander,Seinfeld,Ensemble In A Comedy Series,1996,3rd Annual,,TRUE
Jerry Seinfeld,Seinfeld,Ensemble In A Comedy Series,1996,3rd Annual,,TRUE
Julia Louis-Dreyfus,Seinfeld,Ensemble In A Comedy Series,1996,3rd Annual,,TRUE
Michael Richards,Seinfeld,Ensemble In A Comedy Series,1996,3rd Annual,,TRUE
,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Adam Arkin,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Christine Lahti,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Hector Elizondo,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Jamey Sheridan,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Jayne Brook,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Mark Harmon,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Peter Berg,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Rocky Carroll,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Roxanne Hart,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Thomas Gibson,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Vondie Curtis-Hall,Chicago Hope,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Anthony Edwards,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Eriq Lasalle,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
George Clooney,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Gloria Reuben,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Julianna Margulies,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Laura Innes,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Noah Wyle,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
Sherry Stringfield,Er,Ensemble In A Drama Series,1996,3rd Annual,,TRUE
,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Benjamin Bratt,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Carey Lowell,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Jerry Orbach,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Jill Hennessey,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
S. Epatha Merkerson,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Sam Waterston,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Steven Hill,Law & Order,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Dennis Franz,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Gail O'grady,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Gordon Clapp,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
James Mcdaniel,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Jimmy Smits,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Justine Miceli,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Kim Delaney,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Nicholas Turturro,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Sharon Lawrence,Nypd Blue,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
,The X-Files,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
David Duchovny,The X-Files,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Gillian Anderson,The X-Files,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Mitch Pileggi,The X-Files,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Steven Williams,The X-Files,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
William B. Davis,The X-Files,Ensemble In A Drama Series,1996,3rd Annual,,FALSE
Kristen Johnston,3rd Rock From The Sun,Female In A Comedy Series,1996,3rd Annual,,FALSE
Christine Baranski,Cybill,Female In A Comedy Series,1996,3rd Annual,,FALSE
Ellen Degeneres,Ellen,Female In A Comedy Series,1996,3rd Annual,,FALSE
Helen Hunt,Mad About You,Female In A Comedy Series,1996,3rd Annual,,FALSE
Julia Louis-Dreyfus,Seinfeld,Female In A Comedy Series,1996,3rd Annual,,TRUE
Christine Lahti,Chicago Hope,Female In A Drama Series,1996,3rd Annual,,FALSE
Jane Seymour,Dr. Quinn Medicine Woman,Female In A Drama Series,1996,3rd Annual,,FALSE
Kim Delaney,Nypd Blue,Female In A Drama Series,1996,3rd Annual,,FALSE
Gillian Anderson,The X-Files,Female In A Drama Series,1996,3rd Annual,,TRUE
Della Reese,Touched By An Angel,Female In A Drama Series,1996,3rd Annual,,FALSE
Frances Mcdormand,Fargo,Female Lead In A Motion Picture,1996,3rd Annual,Actress in a Leading Role,TRUE
Diane Keaton,Marvin's Room,Female Lead In A Motion Picture,1996,3rd Annual,Actress in a Leading Role,FALSE
Brenda Blethyn,Secrets & Lies,Female Lead In A Motion Picture,1996,3rd Annual,Actress in a Leading Role,FALSE
Kristin Scott Thomas,The English Patient,Female Lead In A Motion Picture,1996,3rd Annual,Actress in a Leading Role,FALSE
Gena Rowlands,Unhook The Stars,Female Lead In A Motion Picture,1996,3rd Annual,Actress in a Leading Role,FALSE
Renee Zellweger,Jerry Maguire,Female Support In A Motion Picture,1996,3rd Annual,Actress in a Supporting Role,FALSE
Gwen Verdon,Marvin's Room,Female Support In A Motion Picture,1996,3rd Annual,Actress in a Supporting Role,FALSE
Juliette Binoche,The English Patent,Female Support In A Motion Picture,1996,3rd Annual,Actress in a Supporting Role,FALSE
Lauren Bacall,The Mirror Has Two Faces,Female Support In A Motion Picture,1996,3rd Annual,Actress in a Supporting Role,TRUE
Marisa Tomei,Unhook The Stars,Female Support In A Motion Picture,1996,3rd Annual,Actress in a Supporting Role,FALSE
Stockard Channing,An Unexpected Family,Female In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Jena Malone,Bastard Out Of Carolina,Female In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Anne Bancroft,The Homecoming,Female In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Kathy Bates,The Late Shift,Female In A Television Movie Or Limited Series,1996,3rd Annual,,TRUE
Cicely Tyson,The Road To Galveston,Female In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Elizabeth Taylor,N/A,Life Achievement,1996,3rd Annual,,TRUE
John Lithgow,3rd Rock From The Sun,Male In A Comedy Series,1996,3rd Annual,,TRUE
David Hyde Pierce,Frasier,Male In A Comedy Series,1996,3rd Annual,,FALSE
Kelsey Grammer,Frasier,Male In A Comedy Series,1996,3rd Annual,,FALSE
Jason Alexander,Seinfeld,Male In A Comedy Series,1996,3rd Annual,,FALSE
Michael Richards,Seinfeld,Male In A Comedy Series,1996,3rd Annual,,FALSE
Anthony Edwards,Er,Male In A Drama Series,1996,3rd Annual,,FALSE
George Clooney,Er,Male In A Drama Series,1996,3rd Annual,,FALSE
Dennis Franz,Nypd Blue,Male In A Drama Series,1996,3rd Annual,,TRUE
Jimmy Smits,Nypd Blue,Male In A Drama Series,1996,3rd Annual,,FALSE
David Duchovny,The X-Files,Male In A Drama Series,1996,3rd Annual,,FALSE
Tom Cruise,Jerry Maguire,Male Lead In A Motion Picture,1996,3rd Annual,Actor in a Leading Role,FALSE
Geoffrey Rush,Shine,Male Lead In A Motion Picture,1996,3rd Annual,Actor in a Leading Role,TRUE
Billy Bob Thornton,Sling Blade,Male Lead In A Motion Picture,1996,3rd Annual,Actor in a Leading Role,FALSE
Ralph Fiennes,The English Patient,Male Lead In A Motion Picture,1996,3rd Annual,Actor in a Leading Role,FALSE
Woody Harrelson,The People Vs. Larry Flynt,Male Lead In A Motion Picture,1996,3rd Annual,Actor in a Leading Role,FALSE
William H. Macy,Fargo,Male Support In A Motion Picture,1996,3rd Annual,Actor in a Supporting Role,FALSE
"Cuba Gooding, Jr.",Jerry Maguire,Male Support In A Motion Picture,1996,3rd Annual,Actor in a Supporting Role,TRUE
Noah Taylor,Shine,Male Support In A Motion Picture,1996,3rd Annual,Actor in a Supporting Role,FALSE
Hank Azaria,The Birdcage,Male Support In A Motion Picture,1996,3rd Annual,Actor in a Supporting Role,FALSE
Nathan Lane,The Birdcage,Male Support In A Motion Picture,1996,3rd Annual,Actor in a Supporting Role,FALSE
Armand Assante,Gotti,Male In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Beau Bridges,Hidden In America,Male In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Alan Rickman,Rasputin,Male In A Television Movie Or Limited Series,1996,3rd Annual,,TRUE
Ed Harris,Riders Of The Purple Sage,Male In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Robert Duvall,The Man Who Captured Eichmann,Male In A Television Movie Or Limited Series,1996,3rd Annual,,FALSE
Bill Paxton,Apollo 13,Cast In A Motion Picture,1995,2nd Annual,,TRUE
Ed Harris,Apollo 13,Cast In A Motion Picture,1995,2nd Annual,,TRUE
Gary Sinise,Apollo 13,Cast In A Motion Picture,1995,2nd Annual,,TRUE
Kathleen Quinlan,Apollo 13,Cast In A Motion Picture,1995,2nd Annual,,TRUE
Kevin Bacon,Apollo 13,Cast In A Motion Picture,1995,2nd Annual,,TRUE
Tom Hanks,Apollo 13,Cast In A Motion Picture,1995,2nd Annual,,TRUE
Danny Devito,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
David Paymer,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Delroy Lindo,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Dennis Farina,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Gene Hackman,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
James Gandolfini,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
John Travolta,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Rene Russo,Get Shorty,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Alfre Woodard,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Anne Bancroft,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Ellen Burstyn,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Jean Simmons,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Kate Nelligan,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Lois Smith,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Maya Angelou,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Samantha Mathis,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Winona Ryder,How To Make An American Quilt,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Annabeth Gish,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Anthony Hopkins,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Bob Hoskins,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Brian Bedford,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
David Hyde Pierce,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
David Paymer,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
E.g. Marshall,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Ed Harris,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Ed Herrmann,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Fyvush Finkel,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
J.t. Walsh,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
James Woods,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Joan Allen,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Kevin Dunne,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Larry Hagman,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Madeline Kahn,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Mary Steenburgen,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Paul Sorvino,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Powers Boothe,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Tony Goldwyn,Nixon,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Alan Rickman,Sense And Sensibility,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Emma Thompson,Sense And Sensibility,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Hugh Grant,Sense And Sensibility,Cast In A Motion Picture,1995,2nd Annual,,FALSE
Kate Winslet,Sense And Sensibility,Cast In A Motion Picture,1995,2nd Annual,,FALSE
,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Alan Rosenberg,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Alicia Witt,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Christine Baranski,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Cybill Shepherd,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Dedee Pfeiffer,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Tom Wopat,Cybill,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Dan Butler,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
David Hyde Pierce,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Jane Leeves,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
John Mahoney,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Kelsey Grammer,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Peri Gilpin,Frasier,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
Courteney Cox,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
David Schwimmer,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
Jennifer Aniston,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
Lisa Kudrow,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
Matt Le Blanc,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
Matthew Perry,Friends,Ensemble In A Comedy Series,1995,2nd Annual,,TRUE
,Mad About You,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Anne Ramsay,Mad About You,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Helen Hunt,Mad About You,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
John Pankow,Mad About You,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Leila Kenzle,Mad About You,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Paul Reiser,Mad About You,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
,Seinfeld,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Jason Alexander,Seinfeld,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Jerry Seinfeld,Seinfeld,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Julia Louis-Dreyfus,Seinfeld,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
Michael Richards,Seinfeld,Ensemble In A Comedy Series,1995,2nd Annual,,FALSE
,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Adam Arkin,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Christine Lahti,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Hector Elizondo,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Jamey Sheridan,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Jayne Brook,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Mandy Patinkin,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Peter Berg,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Peter Macnicol,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Roxanne Hart,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Thomas Gibson,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Vondie Curtis-Hall,Chicago Hope,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
Anthony Edwards,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
Eriq La Salle,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
George Clooney,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
Gloria Reuben,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
Julianna Margulies,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
Noah Wyle,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
Sherry Stringfield,Er,Ensemble In A Drama Series,1995,2nd Annual,,TRUE
,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Benjamin Bratt,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Chris Noth,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Jerry Orbach,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Jill Hennessey,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
S. Epatha Merkerson,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Sam Waterston,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Steven Hill,Law & Order,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Dennis Franz,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Gail O'grady,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Gordon Clapp,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
James Mcdaniel,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Jimmy Smits,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Justine Miceli,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Kim Delaney,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Nicholas Turturro,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Sharon Lawrence,Nypd Blue,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
,Picket Fences,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
Adam Wylie,Picket Fences,Ensemble In A Drama Series,1995,2nd Annual,,FALSE
