Year,Category,Film,Nominee,Concordance,Won
2008,Best Edited Documentary – Feature,Man on Wire,Jinx Godfrey,Editing,TRUE
2008,Best Edited Documentary – Feature,Chicago 10,Stuart Levy,Editing,FALSE
2008,Best Edited Documentary – Feature,"Frontline: ""Bush's War: Part I"" & ""Bush's War: Part II""",Steve Audette,Editing,FALSE
2007,Best Edited Feature Film – Dramatic,The Bourne Ultimatum,Christopher Rouse,Editing,TRUE
2007,Best Edited Feature Film – Dramatic,Into the Wild,Jay Cassidy,Editing,FALSE
2007,Best Edited Feature Film – Dramatic,Michael Clayton,John Gilroy,Editing,FALSE
2007,Best Edited Feature Film – Dramatic,No Country for Old Men,Roderick Jaynes,Editing,FALSE
2007,Best Edited Feature Film – Dramatic,There Will Be Blood,Dylan Tichenor,Editing,FALSE
2007,Best Edited Feature Film – Comedy or Musical,Sweeney Todd: The Demon Barber of Fleet Street,Chris Lebenzon,Editing,TRUE
2007,Best Edited Feature Film – Comedy or Musical,Hairspray,Michael Tronick,Editing,FALSE
2007,Best Edited Feature Film – Comedy or Musical,Juno,Dana E. Glauberman,Editing,FALSE
2007,Best Edited Feature Film – Comedy or Musical,Pirates of the Caribbean: At World's End,Stephen E. Rivkin,Editing,FALSE
2007,Best Edited Feature Film – Comedy or Musical,Pirates of the Caribbean: At World's End,Craig Wood,Editing,FALSE
2007,Best Edited Feature Film – Comedy or Musical,Ratatouille,Darren T. Holmes,Editing,FALSE
2007,Best Edited Documentary – Feature,Sicko,Geoffrey Richman,Editing,TRUE
2007,Best Edited Documentary – Feature,Sicko,Christopher Seward,Editing,TRUE
2007,Best Edited Documentary – Feature,Sicko,Dan Swietlik,Editing,TRUE
2007,Best Edited Documentary – Feature,Darfur Now,Edgar Burcksen,Editing,FALSE
2007,Best Edited Documentary – Feature,Darfur Now,Leonard Feinstein,Editing,FALSE
2007,Best Edited Documentary – Feature,The Pixar Story,Leslie Iwerks,Editing,FALSE
2007,Best Edited Documentary – Feature,The Pixar Story,Stephen R. Myers,Editing,FALSE
2006,Best Edited Feature Film – Dramatic,Babel,Douglas Crise,Editing,TRUE
2006,Best Edited Feature Film – Dramatic,Babel,Stephen Mirrione,Editing,TRUE
2006,Best Edited Feature Film – Dramatic,The Departed,Thelma Schoonmaker,Editing,TRUE
2006,Best Edited Feature Film – Dramatic,Casino Royale,Stuart Baird,Editing,FALSE
2006,Best Edited Feature Film – Dramatic,The Queen,Lucia Zucchetti,Editing,FALSE
2006,Best Edited Feature Film – Dramatic,United 93,Clare Douglas,Editing,FALSE
2006,Best Edited Feature Film – Dramatic,United 93,Richard Pearson,Editing,FALSE
2006,Best Edited Feature Film – Dramatic,United 93,Christopher Rouse,Editing,FALSE
2006,Best Edited Feature Film – Comedy or Musical,Dreamgirls,Virginia Katz,Editing,TRUE
2006,Best Edited Feature Film – Comedy or Musical,The Devil Wears Prada,Mark Livolsi,Editing,FALSE
2006,Best Edited Feature Film – Comedy or Musical,Little Miss Sunshine,Pamela Martin,Editing,FALSE
2006,Best Edited Feature Film – Comedy or Musical,Pirates of the Caribbean: Dead Man's Chest,Stephen E. Rivkin,Editing,FALSE
2006,Best Edited Feature Film – Comedy or Musical,Pirates of the Caribbean: Dead Man's Chest,Craig Wood,Editing,FALSE
2006,Best Edited Feature Film – Comedy or Musical,Thank You for Smoking,Dana E. Glauberman,Editing,FALSE
2006,Best Edited Documentary – Feature,An Inconvenient Truth,Jay Cassidy,Editing,TRUE
2006,Best Edited Documentary – Feature,An Inconvenient Truth,Dan Swietlik,Editing,TRUE
2006,Best Edited Documentary – Feature,Baghdad ER,Joe Bini,Editing,FALSE
2006,Best Edited Documentary – Feature,When the Levees Broke: A Requiem in Four Acts: Part One,Samuel D. Pollard,Editing,FALSE
2005,Best Edited Feature Film – Dramatic,Crash,Hughes Winborne,Editing,TRUE
2005,Best Edited Feature Film – Dramatic,Brokeback Mountain,Geraldine Peroni,Editing,FALSE
2005,Best Edited Feature Film – Dramatic,Brokeback Mountain,Dylan Tichenor,Editing,FALSE
2005,Best Edited Feature Film – Dramatic,The Constant Gardener,Claire Simpson,Editing,FALSE
2005,Best Edited Feature Film – Dramatic,"Good Night, and Good Luck",Stephen Mirrione,Editing,FALSE
2005,Best Edited Feature Film – Dramatic,Munich,Michael Kahn,Editing,FALSE
2005,Best Edited Feature Film – Comedy or Musical,Walk the Line,Michael McCusker,Editing,TRUE
2005,Best Edited Feature Film – Comedy or Musical,Charlie and the Chocolate Factory,Chris Lebenzon,Editing,FALSE
2005,Best Edited Feature Film – Comedy or Musical,The Family Stone,Jeffrey Ford,Editing,FALSE
2005,Best Edited Feature Film – Comedy or Musical,Pride & Prejudice,Paul Tothill,Editing,FALSE
2005,Best Edited Feature Film – Comedy or Musical,Wedding Crashers,Mark Livolsi,Editing,FALSE
2005,Best Edited Documentary – Feature,March of the Penguins,Sabine Emiliani,Editing,TRUE
2005,Best Edited Documentary – Feature,Grizzly Man,Joe Bini,Editing,FALSE
2005,Best Edited Documentary – Feature,James Dean: Forever Young,Michael J. Sheridan,Editing,FALSE
2005,Best Edited Documentary – Feature,James Dean: Forever Young,Jack Tucker,Editing,FALSE
2005,Best Edited Documentary – Feature,James Dean: Forever Young,Patrea Patrick,Editing,FALSE
2005,Best Edited Documentary – Feature,James Dean: Forever Young,Fred Roth,Editing,FALSE
2024,"Best Edited Feature Film (Drama, Theatrical)",Emilia Pérez,Juliette Welfling,Editing,TRUE
2024,"Best Edited Feature Film (Drama, Theatrical)",Civil War,Jake Roberts,Editing,FALSE
2024,"Best Edited Feature Film (Drama, Theatrical)",Conclave,Nick Emerson,Editing,FALSE
2024,"Best Edited Feature Film (Drama, Theatrical)",Dune: Part Two,Joe Walker,Editing,FALSE
2024,"Best Edited Feature Film (Drama, Theatrical)",Furiosa: A Mad Max Saga,Eliot Knapman,Editing,FALSE
2024,"Best Edited Feature Film (Drama, Theatrical)",Furiosa: A Mad Max Saga,Margaret Sixel,Editing,FALSE
2024,"Best Edited Feature Film (Comedy, Theatrical)",Wicked,Myron Kerstein,Editing,TRUE
2024,"Best Edited Feature Film (Comedy, Theatrical)",Anora,Sean Baker,Editing,FALSE
2024,"Best Edited Feature Film (Comedy, Theatrical)",Challengers,Marco Costa,Editing,FALSE
2024,"Best Edited Feature Film (Comedy, Theatrical)",A Real Pain,Robert Nassau,Editing,FALSE
2024,"Best Edited Feature Film (Comedy, Theatrical)",The Substance,Coralie Fargeat,Editing,FALSE
2024,"Best Edited Feature Film (Comedy, Theatrical)",The Substance,Jérôme Eltabet,Editing,FALSE
2024,"Best Edited Feature Film (Comedy, Theatrical)",The Substance,Valentin Féron,Editing,FALSE
2024,Best Edited Documentary Feature (Theatrical),Will & Harper,Monique Zavistovski,Editing,TRUE
2024,Best Edited Documentary Feature (Theatrical),Beatles '64,Mariah Rehmet,Editing,FALSE
2024,Best Edited Documentary Feature (Theatrical),Her Name Was Moviola,Howard Berry,Editing,FALSE
2024,Best Edited Documentary Feature (Theatrical),Jim Henson: Idea Man,Paul Crowder,Editing,FALSE
2024,Best Edited Documentary Feature (Theatrical),Jim Henson: Idea Man,Sierra Neal,Editing,FALSE
2024,Best Edited Documentary Feature (Theatrical),Super/Man: The Christopher Reeve Story,Otto Burnham,Editing,FALSE
2024,Best Edited Animated Feature Film(Theatrical or Non-Theatrical),The Wild Robot,Mary Blee,Editing,TRUE
2024,Best Edited Animated Feature Film(Theatrical or Non-Theatrical),Flow,Gints Zilbalodis,Editing,FALSE
2024,Best Edited Animated Feature Film(Theatrical or Non-Theatrical),Inside Out 2,Maurissa Horwitz,Editing,FALSE
2024,Best Edited Animated Feature Film(Theatrical or Non-Theatrical),Moana 2,Michael Louis Hill,Editing,FALSE
2024,Best Edited Animated Feature Film(Theatrical or Non-Theatrical),Moana 2,Jeremy Milton,Editing,FALSE
2024,Best Edited Animated Feature Film(Theatrical or Non-Theatrical),Wallace & Gromit: Vengeance Most Fowl,Dan Hembery,Editing,FALSE
2024,Best Edited Feature Film (Non-Theatrical),Road House,Doc Crotzer,Editing,TRUE
2024,Best Edited Feature Film (Non-Theatrical),Am I OK?,Kayla M. Emter,Editing,FALSE
2024,Best Edited Feature Film (Non-Theatrical),Am I OK?,Glen Scantlebury,Editing,FALSE
2024,Best Edited Feature Film (Non-Theatrical),Unfrosted,Evan Henke,Editing,FALSE
